	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	Component_101	Component_102	Component_103	Component_104	Component_105	Component_106	Component_107	Component_108	Component_109	Component_110	Component_111	Component_112	Component_113	Component_114	Component_115	Component_116	Component_117	Component_118	Component_119	Component_120	Component_121	Component_122	Component_123	Component_124	Component_125	Component_126	Component_127	Component_128	label
GSM3068480	0.055807415	0.20869093	-0.23147923	-0.4935295	-0.35556793	0.030953588	0.39258248	-0.0035163483	0.5608196	-0.7621466	-0.5492085	-0.04841715	-0.5177705	-0.5147091	0.077388056	0.151748	-0.27601507	0.07150731	0.20191379	-0.115492165	0.14827648	0.24295011	0.09096597	-0.044877347	-0.6874699	0.42096096	0.049846668	-0.3114244	-1.2224818	2.2227561	-0.29434407	0.18858813	0.4013845	0.13313997	-0.055173423	-0.74722934	-0.0010264511	0.011893076	-0.06343013	0.02076937	1.3105382	-0.83706486	-0.40558958	0.5309595	0.49799022	-0.41590577	-1.8226448	-0.57098424	0.036960933	-0.19260892	2.609416	0.042137492	0.044627603	-0.5678668	-0.4076869	-0.13841484	1.183543	1.2442716	0.50820214	-0.42553717	-0.103300974	0.47043163	-0.7256842	0.23759474	0.5463593	-1.724009	1.2527602	-0.35395712	-0.387499	0.40793943	0.61014384	-0.566613	-0.022208296	-0.023777338	-0.49457482	-0.4350792	-0.17529881	-0.2730484	0.6241062	1.421958	-0.57858574	0.32105306	-0.038023707	-0.021996602	0.054239742	0.23903883	0.53516954	0.4431762	0.60014886	0.37279534	0.27164146	0.30701074	-1.9922699	0.81468546	1.3153505	-1.1636935	0.7428586	0.42448962	0.652519	-0.75273985	-0.2932788	-0.13256638	-0.029155988	0.1856596	-0.70887876	-0.14684498	0.1393881	0.12789378	0.068078764	0.20146929	0.31015772	-0.10690895	-0.3334269	-0.15629695	0.25327477	0.13481633	0.28843278	0.9577713	0.37622854	0.6979866	-0.8912794	0.12096051	-1.4516234	-0.7734112	0.0702208	0.32221347	-0.032683868	0.083373	0.0
GSM3068481	0.018714905	-0.267336	0.25373855	0.28845802	-0.4417148	0.16767335	0.6897562	0.45560324	0.5997715	-0.9906927	-0.4567859	0.06442444	0.7410024	0.14197111	-0.13781823	-0.06676023	0.02436728	-0.3504593	-0.54280597	0.2975886	0.33831328	0.19119813	0.38147417	0.1914281	-0.7219187	0.25450408	0.030400664	0.6592324	-0.9749349	2.7060719	-0.35838097	0.55256367	-0.26392978	0.18812473	-0.021012528	-0.8074308	-0.14185241	-0.0026577977	0.2782487	0.0071189213	0.9906288	-0.59168345	-0.23587857	0.36816427	-0.5646185	0.2594947	-1.8277252	-0.73371875	-0.19252966	-0.019099178	2.8361084	0.06782388	0.2395554	0.401889	-0.16248754	-0.19888479	0.9627219	1.044387	-0.53596914	0.5549871	-0.53226733	0.48075914	-0.8429826	0.3047913	0.8852829	-1.9004718	1.0611334	-0.259621	-0.14948456	-0.31863418	0.4986208	-0.45927715	-0.15384568	0.34012926	0.3374895	0.2007886	0.8066639	-0.4626481	0.6275257	1.431228	-0.4651062	0.2386142	0.09567881	0.19910753	-0.5457332	0.026755923	0.5953204	0.6252868	0.4039963	0.34538203	0.010568273	0.3193529	-1.6935061	1.3002809	1.3194423	-0.50065285	0.6121238	0.18851477	0.771122	-0.89550877	-0.13692145	0.24217953	-0.026367009	-0.17897908	-0.6662449	0.084798485	-0.17572848	-0.7443588	0.20690706	0.09697342	-0.0860675	-0.052389387	0.66791767	0.8407832	-0.49830386	-0.605215	-0.047412872	1.0900723	-0.29167005	-0.33314565	-0.82588637	-0.081412	-1.8686659	-0.61955786	0.24514677	0.2868585	0.09890432	0.010706697	0.0
GSM3068482	-0.20070092	0.5514174	0.5801294	1.1282378	-0.3133914	0.12758698	0.53667015	0.2759151	0.8717601	-0.72703284	-0.41723186	0.14858007	0.5236292	0.4773843	0.0694432	-0.4128636	-0.15852547	-0.047015805	0.31674683	-0.4508963	0.18547027	0.35545033	0.16670889	0.09458434	-0.8079208	0.4477163	-0.16954808	0.11234496	-1.0493194	2.1153507	-0.2987454	0.042192664	0.53650194	-0.1611937	0.107674524	-0.95447993	0.68716633	0.0891805	-0.3312899	-0.013879976	1.4310378	-0.6823197	-0.07940872	0.38531825	0.004743877	0.63191	-1.9297634	-0.5077031	-0.18297473	-0.028416028	2.764584	0.31454325	0.37296247	0.42245075	-0.29630023	-0.0062779114	1.358417	1.2789482	-0.4746256	0.11268551	-0.06350316	-0.5442089	-1.0517199	0.13260807	0.7018575	-2.0234482	1.1926932	-0.296	0.33161786	0.81577593	0.22997753	-0.3855566	-0.053625554	0.12889317	-0.5262022	0.73356014	1.2015214	-0.069654554	0.5253403	1.3732548	0.52189434	0.5266918	0.15157776	-0.3510594	0.13812791	-0.6110566	0.6330318	0.5223226	0.33933792	0.45449543	0.11654843	0.04001522	-1.9383332	0.847088	1.3653835	-1.2937238	0.4455548	0.0014147465	0.7677142	-0.4940851	-0.51530886	0.19232967	0.01413249	0.26330298	-0.7670516	0.08201382	-0.13479598	0.4258268	-0.28049266	0.48770446	0.41636267	0.15484461	1.1750618	0.061395507	-0.22986239	-0.22076197	0.062037367	1.1231593	-0.22757149	-0.19103523	-0.94368905	-0.065176435	-1.597889	-0.94509006	-0.020465594	0.3439159	-0.04337394	0.28784454	0.0
GSM3068483	-0.06832148	-0.012743855	-0.28318983	-0.45438743	-0.6431388	0.5181919	0.50047135	0.2648979	0.6557935	-0.92382324	-0.14640342	0.12633497	-0.22845699	-0.2891998	-0.02482339	-0.5114735	0.20642334	0.022615658	-0.11855134	-0.043471806	0.48701096	-0.18368083	0.16238151	0.16524594	-1.2371927	0.19997607	0.11777548	-0.32569054	-1.187561	2.2388902	-0.20051356	-0.47666693	0.12554462	0.6186125	0.10778599	-1.0899336	-0.22426224	-0.30764946	0.457493	-0.06996375	1.0359533	-0.43541142	-0.511132	0.6485146	-0.028948423	-0.5189492	-1.4241569	-1.1208802	-0.049004745	-0.030327013	3.1228077	0.0032619846	0.23392302	-0.07672459	-0.31477773	0.07448761	0.7010635	0.980992	0.119855426	-0.090052046	0.4701612	0.31162524	-0.61674213	0.3209942	0.89061254	-2.291604	0.98531646	-0.191559	-0.024437882	-0.44784442	0.6541619	-0.61121666	-0.17173487	0.07329001	0.30618712	0.17798622	-0.37797165	0.24460426	0.6125286	1.0134331	0.2701722	-0.68141747	-0.25289932	0.4482437	-0.11693214	0.06947055	0.4590776	0.64398324	0.26321808	0.10196045	0.06435106	0.49039108	-1.8267968	0.8868444	0.9309669	-0.68467116	0.77316546	0.33354914	0.90539825	-0.8898593	0.19621648	-0.40211424	0.14982595	-0.051570814	-0.6427984	-0.1824452	-0.1293359	0.06212952	-0.17179707	-0.15936425	-0.39288586	0.34735137	-0.25440842	-0.40813553	-0.2799474	0.22428213	0.42201266	0.7465723	-0.07456373	-0.43826663	-0.4848282	0.11881124	-1.8788557	-0.90220624	0.05996782	0.5119655	0.14846194	0.018888332	0.0
GSM3068484	-0.027926007	0.13610736	-0.30645424	0.0055123926	-0.4236045	0.2555524	0.36387998	0.34880105	0.57049054	-0.85281104	-0.31739482	0.32814118	0.39986944	0.50884116	0.42607805	-0.4254364	0.35631454	-0.069447584	0.13412611	0.051114727	0.19793622	0.24703373	-0.117989585	0.025779966	-0.9489824	0.22412515	-0.019069878	0.55805314	-0.65627325	2.1475189	-0.053383484	-0.12798826	-0.3102192	0.18969336	0.18478015	-0.88898146	0.06309564	-0.22145605	0.28260353	0.3450581	1.2454829	-1.0470706	-0.121622294	0.35006526	-0.85359186	0.43140894	-1.9394503	-0.64647347	0.2317739	-0.038144704	2.8961515	-0.3043538	-0.19098195	0.5149347	-0.29892853	-0.44563115	0.8704446	0.8502268	-0.29890668	0.5735843	0.50136894	-0.20294438	-0.747912	0.3971543	0.62332153	-2.1962125	1.0101203	-0.2663925	-0.13911276	-0.61104655	0.7905387	-0.47526243	-0.1669007	0.26119274	0.5623572	0.0938097	0.021718407	0.4311546	0.9275195	1.6384991	0.23595119	-0.44975308	0.3765309	0.5518391	-0.28822333	-0.5371521	0.41665995	0.64588046	0.097262606	0.1290301	0.22792812	0.28197962	-1.8756354	1.1126908	0.8585766	-0.8197644	0.7474447	0.105722286	1.0194067	-0.8723976	0.5053867	0.023036888	0.3365347	-0.047947533	-0.732215	0.016258221	0.2755736	0.04338081	0.108699515	-0.15948771	-0.60384405	0.264806	0.43786842	-0.6260714	-0.30921304	-0.5186361	-0.13915811	0.7239519	-0.0711908	-0.44967145	-0.7328607	-0.0060474393	-1.5100371	-0.81742543	0.17777304	0.24545571	-0.022422291	0.06414685	0.0
GSM3068485	-0.057096984	-0.44284695	0.34479445	0.17206734	-0.5215888	0.0014526751	0.5841748	0.3483558	0.114740625	-0.58148676	-0.41236854	0.053319894	0.004312776	-0.22010179	-0.30523047	-0.29713684	-0.005848558	-0.17624617	0.057594102	-0.28554076	-0.28288025	0.02170607	0.3239964	-0.044609427	-0.8023706	0.23814237	0.04204878	-0.046876203	-1.0567867	2.194536	-0.17739435	-0.09960928	0.06388013	0.045629125	0.005509093	-1.0607638	0.28339526	0.39392188	-0.34433615	-0.14023189	1.3939143	-0.8623867	-0.3086843	0.092649765	0.159053	-0.22670935	-1.765731	-1.1257426	0.34421274	0.050399262	2.9802775	-0.23611222	0.0025751765	-0.13715935	-0.4466328	-0.2495704	0.95456874	1.2526723	-0.0025282563	-0.025998434	-0.10503357	0.40801147	-0.52771425	0.3318376	0.58815914	-2.22087	1.05296	0.33169693	-0.2108847	0.012051797	0.5257336	-0.35549557	-0.14068662	0.03162723	-0.11421716	-0.305888	0.39114338	-0.08168347	0.5626313	1.1671419	-0.1635768	0.36090258	-0.24704474	0.044146523	-0.34507927	0.28610003	0.6016611	0.4888856	0.46409005	0.33564502	0.06568172	0.16874188	-2.037876	1.2486535	1.1027162	-0.5525518	0.6929954	0.1874721	0.8754793	-0.8743718	-0.08201104	0.30708706	0.2624387	0.20275472	-0.61052597	0.22160912	-0.08686612	-0.19258484	-0.072635286	-0.25577945	0.49376756	-0.0065888427	-0.024792705	0.4077841	0.19135158	0.2861818	0.5885729	0.82225716	0.019795325	-0.015485553	-1.1806383	0.08001516	-1.7058663	-0.4651191	0.051720403	0.5075033	0.032487433	0.081063524	0.0
GSM3068486	0.20213652	-0.35790232	0.3475099	0.41968963	-0.08688845	0.14321634	0.59033036	0.18278857	0.32649478	-0.6261182	-0.73746926	-0.13821618	0.43828914	0.8439027	0.37404674	-0.57752216	0.8523815	0.1647857	0.43661788	-0.35869548	0.40692842	0.35157067	-0.4250421	-0.08341991	-0.5992768	0.20764361	0.3377129	0.0037961223	-1.3023441	2.3326836	-0.62623066	-0.015965823	0.15440966	0.19085114	-0.0633954	-0.7430322	0.5538074	0.03976952	-0.32206902	-0.32167128	0.9805153	-0.7177791	-0.35075647	0.43349168	-0.20971489	0.39401713	-1.8534726	-0.650295	-0.10096382	-0.07854151	2.7062354	0.18792774	0.6555671	0.7869562	-0.2758021	-0.3088693	1.1848012	1.228554	-1.0082927	0.06464017	1.0854112	0.073282726	-0.67001987	0.43944234	0.94303674	-1.7939667	1.3297195	-0.46193758	-0.29399025	-0.02065341	0.5963968	-0.5331438	-0.06734014	0.042341728	-0.123705395	0.44660476	-0.11686565	0.55605716	0.4547755	1.646281	0.8575841	-0.2865671	-0.041028436	-0.14181677	-0.7280282	-0.46443984	0.32106236	0.59851724	0.31900594	0.18535423	0.24617383	0.27490836	-2.0167334	0.93052256	1.421111	-1.1231891	0.84075814	0.08965282	0.57179445	-0.7533901	0.20922233	0.35887328	0.36068252	0.13440803	-0.69565284	-0.020008069	1.1505924	0.4152939	-0.55165124	0.5506334	-0.9690386	1.2986163	0.8855885	-0.44028163	-0.08924076	-0.46657342	0.24370885	0.6364232	-0.5867056	0.08592236	-0.8111716	-0.18122712	-1.7931598	-0.8328581	0.12890527	0.30039242	-0.19719036	0.17658472	0.0
GSM3068487	-0.50873303	0.31068242	0.07438913	0.046619173	-0.28881207	0.3580357	0.6044039	0.46965435	0.43682063	-0.77358323	-0.38518026	0.15318741	0.088596985	-0.090703286	-0.4127001	0.090700984	-0.1692932	-0.21852578	-0.20847502	-0.15842928	0.13140053	0.45886675	0.13276498	-0.19735412	-0.62399834	0.30613372	0.0026841448	0.5825161	-0.8443377	2.2011192	0.7141207	-0.15187801	-0.36318332	-0.18711075	0.106398635	-0.86763924	-0.28516328	0.03496322	0.4655966	0.29642364	1.0424105	-0.55316514	-0.2260496	0.1589698	-0.47672343	0.18558843	-1.7878348	-0.5454268	-0.1657488	-0.016663965	2.7652352	0.109636925	-0.55265576	0.25768134	-0.32251182	-0.18275696	0.9883585	0.8923331	0.21023996	0.5962731	-0.04018237	-0.7242706	-0.6486451	0.4572053	0.8169314	-2.1505046	1.1217974	-0.47971815	0.64804983	0.06575213	0.49602944	-0.44225824	0.23017709	-0.057706397	0.2667866	0.4442809	0.19274412	0.21603605	0.61116046	1.2660899	0.12440262	-0.3127651	0.10661603	0.39752775	0.28814813	-0.18749711	0.62869537	0.44937375	0.16063613	0.24867599	0.004470242	0.22324546	-2.196696	0.9891533	1.0743828	-0.9530318	0.67612195	0.10094488	0.87790453	-0.78626287	0.16698258	-0.0208732	-0.05975941	-0.075844385	-0.58933204	0.07165025	-0.4959459	-0.3682507	0.15054779	-0.22422569	-0.08650188	-0.46423382	0.3270472	0.22550836	-0.43611157	-0.35553056	0.051284615	1.1219476	0.15651055	-0.76789534	-0.8839253	-0.0531678	-1.6018163	-0.64945674	0.16921313	0.3635431	0.06672468	-0.13583703	0.0
GSM3068488	-0.23330417	0.3432779	0.04490426	-0.14920527	-0.48232588	0.54918057	0.6852475	0.41912672	0.4208542	-0.54217046	-0.5893454	-0.18232112	-0.24488929	0.00062300044	-0.24938597	-0.20205332	-0.108760566	-0.1616661	0.061277457	-0.308378	0.32163364	-0.010707124	0.24522588	-0.051911514	-1.0404829	0.107352085	-0.1882744	0.13382217	-1.0977916	2.073675	0.52107036	0.06410286	-0.15845446	0.12894157	-0.1265733	-0.94518596	0.16731666	-0.20193964	0.25970152	0.19845808	1.2557828	-0.70360154	-0.30002826	0.56119174	0.0063640573	-0.21767266	-1.5494407	-1.0032641	-0.010795073	-0.2280187	2.9561145	0.35610256	-0.2767859	0.27077818	-0.28304565	0.081083	0.7690795	0.9906963	0.27508178	0.2779323	-0.071508385	-0.64527833	-0.6446609	0.59690183	0.73061395	-1.9595311	1.0135728	-0.36015412	0.8739972	0.17674695	0.53743905	-0.8299648	-0.2060089	0.14540099	-0.0076260483	0.12615056	0.15162182	0.36070243	0.367625	1.4229242	0.597517	-0.1287602	-0.04644009	0.0032504008	0.4174787	-0.21258111	0.66472405	0.88330597	0.4259659	0.38562667	0.28986302	0.45647743	-1.5325536	0.94740933	0.9359197	-0.77805215	1.0127912	0.2654167	1.0964881	-1.0906659	0.041674774	-0.10846368	-0.18853459	0.07861221	-0.7667401	0.06611887	-0.26354107	0.26148543	-0.018070765	-0.16517921	-0.013575002	0.07571177	0.14328341	-0.3322875	-0.07394842	-0.018099956	0.2055702	1.0770555	0.2513134	-0.47427258	-0.5346475	-0.0041273143	-1.8745979	-0.62155837	0.11902981	0.4911587	0.18909146	0.20377645	0.0
GSM3068489	0.22132249	-0.9787754	0.5159976	0.6253322	-0.25015587	0.27230787	0.4448011	0.33567458	0.60693073	-0.7915932	-0.15786399	0.12747197	0.839586	0.7131338	0.08616274	-0.13199101	0.36961982	0.33305898	-0.0325036	0.4272045	0.22679947	0.36918205	-0.25143284	0.3921315	-0.68651235	0.10053546	0.2441153	0.3511532	-0.7889653	2.452353	-0.5758471	0.902441	-0.11364954	-0.10402554	-0.031246997	-0.68074584	0.036558736	-0.08183661	-0.23768033	-0.23199968	1.1211206	-0.53408134	-0.21417005	0.36252993	-0.06641046	0.90251875	-1.8141676	-0.45221603	0.011626444	0.056344837	2.9532323	-0.054207064	0.7182776	0.49515224	-0.41879377	0.036873993	1.2749128	1.3286963	-1.1260563	-0.060904577	-0.038759146	0.73125565	-0.63527435	0.44437063	0.6710318	-2.1422434	1.0810648	-0.42196408	-0.39225894	-0.4647727	0.61773545	-0.55026805	-0.13893342	0.37558356	0.10647688	0.12219754	0.4047664	-0.5521521	0.4968771	1.478768	0.32108054	0.29262853	-0.011868907	-0.25172234	-0.8535123	-0.35829607	0.42654604	0.5524731	0.3409985	0.24082978	0.22517216	0.051367663	-1.7017475	0.79588753	1.2062904	-0.70752573	0.6432715	0.11058206	0.6867389	-0.7966365	-0.05709113	0.44378686	0.14175506	-0.10908182	-0.5163582	-0.10980557	0.58454853	-0.31335393	-0.09407441	0.20055209	-0.53921103	0.30858797	0.81234	0.6495126	-0.1895012	-0.25803092	0.009847654	1.2358605	-0.91917866	-0.15233003	-0.92019445	-0.024493968	-1.8348647	-0.635341	0.120157935	0.24858122	0.15883166	0.07168088	0.0
GSM3068490	-0.27874136	0.2981007	0.001585829	0.36293927	-0.4163314	0.37264785	0.5472622	0.41146216	0.413291	-0.43916556	-0.38441283	-0.0015718694	0.05836048	-0.10401678	-0.11360517	-0.03684818	-0.26487976	-0.37133533	-0.12591456	0.069742955	-0.06337858	0.1048413	0.32782775	0.008037413	-1.1506006	0.2906709	-0.28403753	-0.13150156	-1.010552	2.255683	-0.07906586	0.14376919	7.468845e-05	0.33456728	0.34368843	-1.0332735	0.121195935	0.22018419	-0.11272256	0.1742976	1.0577881	-0.8634484	-0.082877465	0.6524947	0.104844384	0.20557961	-1.5576346	-0.9220336	-0.008519475	-0.2975681	2.8459003	-0.031402435	-0.24971814	-0.09525669	-0.46437526	0.19528908	0.7872905	1.2025287	0.34743536	-0.037953697	-0.35845667	0.30657008	-0.5062159	0.05276714	0.2980818	-2.0646822	0.7929785	-0.609963	-0.3538291	0.31327802	1.026053	-0.43009162	-0.22427547	0.11077159	-0.19471069	-0.12950669	0.567497	-0.25844035	0.6341354	1.4092094	-0.41235065	0.33088198	0.1666589	0.043377716	-0.20862055	-0.027005639	0.37146276	0.7363945	0.1229642	0.10850739	-0.049744215	0.04387437	-2.0320911	1.0921531	1.0453472	-1.1244848	0.68712646	0.24819775	1.0186427	-0.9502087	-0.4924547	0.02277259	0.16008538	-0.1871441	-0.5538513	-0.04148275	-0.37830582	-0.1970535	-0.11287233	-0.12776683	0.2098662	-0.32756194	0.28474748	0.29775184	-0.13741955	0.07754852	0.14601062	0.7437537	0.092852764	-0.12935662	-1.0013486	0.070913576	-1.6588886	-0.64763916	-0.024999442	0.4686541	0.25479126	0.30453837	0.0
GSM3068491	-0.18608378	0.39706594	0.024871912	0.039619256	-0.4042148	0.10717907	0.637853	0.19584292	0.49777633	-0.8025709	-0.3835423	-0.05660371	0.1516961	-0.39780483	-0.26720807	0.26942974	-0.33670068	-0.1527208	-0.36114043	-0.07949078	0.24995193	-0.08210918	0.46839306	0.0391384	-0.9403474	0.3311703	-0.12400114	0.27410543	-0.9550964	2.163953	0.18845865	-0.013874102	-0.053255886	0.1944895	-0.01632108	-0.84649765	-0.32705545	0.05264302	0.48187906	0.21338171	1.2481389	-0.5094704	-0.44342574	0.42253536	-0.38427582	-0.20652775	-1.5843059	-0.74572784	-0.011949171	0.11189384	3.065495	-0.24874574	-0.42035648	0.07878774	-0.26370674	-0.07294597	0.8293698	1.1015292	0.2991035	0.122131646	-0.49651003	-0.3719374	-0.9540754	0.27833387	0.81967586	-1.9277517	1.103489	-0.17122681	0.4285475	0.35308635	0.4811453	-0.5265917	-0.093093075	0.06546149	-0.13745023	-0.079330854	0.30279616	0.004666525	0.48255962	1.3218668	0.013770182	0.0144732455	0.09308884	-0.09311013	0.27788198	0.12501982	0.6837149	0.51051706	0.28080952	0.21039002	0.20670414	0.4006923	-1.722395	0.8902944	0.9825128	-0.878608	0.922329	0.3789415	1.0303868	-0.97846484	-0.07622497	-0.32586125	-0.22791886	-0.17276944	-0.7641257	0.049451932	-0.7911668	-0.110170014	0.30006686	-0.12647276	0.4157037	-0.78253406	-0.08550067	0.68847436	-0.45921615	-0.38545257	0.3157968	0.94200814	0.4046357	-0.42225045	-0.77756274	-0.36329004	-1.7173208	-0.8225943	-0.03227227	0.3410879	0.19872546	0.059695467	0.0
GSM3068492	-0.5851493	0.5690778	0.1449342	0.4537699	-0.40041634	0.32651874	0.69435495	0.45871207	0.40059897	-0.56853044	-0.37577593	0.07363806	0.23700455	-0.045636334	-0.09024208	0.025026381	-0.353544	-0.19266209	-0.15887687	0.016733304	0.16948931	0.24043216	0.27502173	-0.45057544	-0.74515927	0.39019248	0.12143515	0.6437747	-1.0957549	2.013721	0.7129506	-0.2903838	-0.4492726	-0.27359226	-0.2344006	-1.0508895	0.34085372	0.009244513	0.41567025	0.24431525	0.9163679	-0.7008068	-0.23186971	0.20479985	-0.45690972	-0.23708187	-1.6617104	-0.17820054	-0.123891555	0.21188438	3.267586	0.065360926	0.026192358	0.007263588	-0.32468855	-0.10388498	1.0404267	1.0435774	-0.30665097	0.5140881	0.09919238	-0.3744581	-0.6678457	0.4594221	0.60406494	-1.9986132	1.2202077	-0.3517887	0.6059834	-0.21132515	0.6238939	-0.84478575	-0.12585178	0.077389814	0.430238	0.29781494	0.3327164	0.35061234	0.5807923	1.342531	0.17756629	-0.41014397	0.18998271	-0.0073583755	0.072563544	0.11925861	0.4915007	0.7996294	0.44680613	0.13739654	0.31427	0.529483	-2.1661167	0.9232704	0.9845978	-0.6616058	0.97921556	0.272167	0.9133552	-0.9967769	0.27963674	-0.1259659	0.07879472	-0.2141222	-0.7108511	0.0064896387	-0.39969298	-0.0100556975	-0.31043324	-0.074431874	-0.17748225	0.075640246	0.17748871	-0.29631436	-0.35883993	-0.02166571	0.03313516	1.1935602	-0.09670678	-0.8807344	-0.89388937	0.30928418	-1.5329914	-0.933576	0.029794322	0.4174914	0.124322176	0.24371956	0.0
GSM3068493	0.42129076	-0.9005158	0.3115685	0.26065984	-0.316109	0.36755043	0.6324121	0.4115169	0.49154866	-0.7351451	-0.41334277	0.03127988	0.59168184	0.84873456	0.012686692	-0.23924936	0.38192785	0.3169059	0.22002363	0.5596872	0.078158624	0.14904165	-0.37382668	0.18976995	-0.6679357	0.1559814	0.4357135	0.29351655	-1.3437803	2.1101522	-0.5996347	0.3146058	0.11896326	0.1701599	0.0027356374	-0.835369	0.4362031	-0.08429191	-0.09985893	-0.043430373	1.3998616	-0.92731625	-0.3024945	0.25604808	-0.36973765	0.6760306	-2.0887105	-0.5604762	-0.13130157	0.0018661424	3.0719645	0.12687033	0.7869786	0.63904494	-0.42740926	-0.14839657	1.1706038	1.0460371	-0.9522239	0.33780378	0.35252845	0.5679263	-0.90302426	0.29974076	0.7064891	-1.902433	1.1264623	-0.43806762	-0.5413775	-0.9388076	0.39789414	-0.6917816	-0.07178929	0.012496236	0.63448155	0.013899775	0.0039700354	-0.58345556	0.5586338	1.4157351	0.3001699	0.02309137	-0.37116784	-0.00015334076	-0.61568844	-0.4264852	0.47583902	0.48918682	0.3258621	0.33060622	0.16475788	0.3255018	-1.9662753	0.9073421	1.1472703	-0.7912408	0.5943272	0.24048871	0.9456949	-0.81428736	0.11345779	0.6099572	0.20409755	0.30678096	-0.45081028	0.008104383	0.685614	-0.16893211	-0.46237755	0.11463295	-0.75983	0.6650508	0.523187	0.09295211	-0.065284766	-0.18046366	0.2750674	1.0061833	-1.0071222	-0.06248668	-0.726253	0.07354819	-1.4629722	-0.5031167	0.2417647	0.4040119	0.13820262	0.24646275	0.0
GSM3068494	-0.2606895	-0.5809128	0.13024797	0.5537663	-0.3184076	0.11646203	0.3544441	0.36132982	0.54643446	-0.66764516	-0.5236741	-0.031386286	0.6265565	0.17954059	-0.05715123	0.01669291	0.12308169	-0.67626065	-0.44981566	0.34708673	-0.07038488	0.13514876	0.24422598	0.18166672	-0.7250407	0.22689497	-0.29832292	0.36101174	-1.231703	2.3511302	-0.35191336	0.78867054	-0.15643688	0.14602956	-0.015703406	-0.9791765	-0.019280262	0.28106084	0.1257342	0.14978684	1.2664258	-0.9336982	-0.35279453	0.48779774	-0.20125456	0.2991557	-1.9485126	-0.57478493	-0.11315499	-0.112912074	2.5598502	-0.017459491	0.064388186	0.64252526	-0.37871993	-0.1264386	0.9268552	1.1042039	-0.07621226	0.37423867	-0.589854	0.26363266	-0.23077552	0.2853431	0.63914186	-2.046021	1.0755746	-0.4491785	-0.21862571	-0.08136281	0.6863721	-0.62719816	-0.08585392	0.082643904	0.16809437	-0.19226092	1.1065327	-0.6119166	0.33983755	1.3120178	-0.3738511	0.3896046	-0.008704876	0.15812215	-0.58448046	0.15724674	0.31215173	0.5953657	0.45312512	0.377554	0.23093618	0.22036092	-1.6317568	1.1057866	1.0968906	-0.8475009	0.74925554	0.029340055	0.7666065	-0.7605905	-0.04295286	0.2199622	-0.13457409	-0.16060802	-0.49075848	-0.024247654	-0.23071203	-0.15588734	-0.040935583	0.22049937	0.118299	0.17285326	0.55080944	0.8915102	-0.48670426	-0.40407115	0.22412823	1.0938908	-0.43787912	0.13874282	-0.8469435	0.050876845	-1.3442825	-0.59873104	0.21441305	0.45131573	-0.18670028	0.29812616	0.0
GSM3068495	0.06776066	-0.47581714	0.102999955	0.35098755	-0.23422186	0.052772418	0.5836897	0.14899078	0.34943253	-0.54826975	-0.39899364	0.030137016	0.3934373	0.08667224	-0.13353091	0.055395477	-0.10816193	-0.2793806	-0.41869423	0.56442696	0.092876285	0.2948207	-0.12626976	-0.33201423	-0.6954854	0.3126494	-0.14718278	0.42201158	-1.38181	2.3032944	-0.47977063	0.67643327	-0.40016356	0.122557886	0.10471167	-0.82622665	-0.58396643	0.22858585	0.25368205	0.32559055	1.2486533	-0.46131855	-0.3152388	0.36593142	-0.583125	0.2761871	-1.6020349	-0.49925223	0.054932203	0.012537451	2.9697	0.03464485	-0.050187323	0.35151547	-0.3220667	-0.056483597	1.26143	1.2459519	-0.18650435	0.5631406	-0.68542844	0.6589112	-0.59227854	0.019852294	0.6306508	-2.186057	1.222782	-0.59251	-0.383541	-0.4095603	0.44134027	-0.5401203	-0.014925668	0.20424473	0.29549125	-0.087736696	0.8671885	-0.9867441	0.6276172	1.3370787	-0.7805461	0.24943608	-0.010974738	0.22052431	-0.44375587	-0.0872707	0.28708306	0.54547226	0.29256758	0.08731988	0.26414785	0.27577016	-2.0662146	0.7921698	1.2266005	-0.73537385	0.5884069	0.18413822	0.76952153	-0.6373805	-0.2728557	-0.16136241	0.16158098	-0.09317072	-0.35095924	-0.16356997	-0.35658196	-0.67353755	0.022109227	-0.011345535	-0.27311084	-0.30124646	0.25860986	0.960358	-0.4983173	-0.0784619	-0.09280999	1.1597743	-0.34321472	-0.17393538	-0.97593236	-0.045326866	-1.6376827	-0.8556698	0.25392145	0.2888201	0.019311255	-0.0056388206	0.0
