	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	Component_101	Component_102	Component_103	Component_104	Component_105	Component_106	Component_107	Component_108	Component_109	Component_110	Component_111	Component_112	Component_113	Component_114	Component_115	Component_116	Component_117	Component_118	Component_119	Component_120	Component_121	Component_122	Component_123	Component_124	Component_125	Component_126	Component_127	Component_128	label
GSM3068528	-0.53036374	0.2271597	0.2600623	0.62805045	-0.55302554	0.32373962	0.32081	0.36114657	0.45134848	-0.5844184	-0.5873336	-0.3342458	0.5547578	-0.1285288	-0.39209017	0.3296888	-0.27238917	-0.49119365	-0.46538693	-0.11208139	-0.0443702	0.312273	0.3179146	-0.35046336	-0.8181292	0.38241917	-0.31214106	0.8338761	-1.4260225	2.2548256	0.3047875	0.2448864	-0.24040435	-0.058769323	-0.36047935	-0.9260509	-0.3546588	0.18108083	0.57869625	0.41288683	1.1454384	-0.56891686	-0.34188917	0.33048546	-0.7906868	0.2635548	-1.6785712	-0.6989588	0.007435369	-0.18910654	2.9341435	0.06353856	-0.34738252	0.22886059	-0.33496797	-0.30097494	1.1576627	1.2593458	-0.024063654	0.5897136	-0.41701266	-0.2923785	-0.4376702	0.22892116	0.82951367	-2.005526	0.98603487	-0.42523524	0.5440967	-0.16260374	0.56915796	-0.69073445	-0.2909939	-0.17797291	0.100146115	0.21502289	1.0000538	-0.0964895	0.46560192	1.2714318	-0.35985616	0.012492986	-0.0257854	0.0038103426	0.17881055	-0.3627084	0.32964826	0.5908716	0.4495761	0.3671303	0.2934283	0.18869814	-2.0152535	0.9965728	1.1537678	-0.917159	0.55624896	0.24630225	0.8046292	-0.94713813	0.0971674	-0.10406546	0.099377066	-0.26468936	-0.7035279	0.010895423	-0.8489979	-0.51050013	0.13159497	-0.25091076	0.031252842	-0.588515	0.43468195	0.49753588	-0.7720948	-0.309526	0.39100412	0.83877385	-0.0008171058	-0.72781885	-0.98747367	0.23699552	-1.7119328	-0.7162381	0.11718901	0.36029375	0.04017281	0.21288386	0.0
GSM3068529	-0.22509365	0.09360999	-0.034633458	0.0010787982	-0.41470748	0.34769022	0.7290908	0.4479137	0.7573263	-0.7843467	-0.3208363	0.04756795	0.22733544	-0.05211515	-0.38621268	-0.2078188	-0.10704656	-0.40734887	-0.22486465	0.19965047	0.4131218	0.23799936	0.14040604	0.050426055	-0.9571091	-0.032980908	-0.17596681	0.41449085	-1.1842377	2.3975537	0.42922872	-0.071100876	-0.21843092	0.3475428	-0.078126445	-1.0597048	-0.097481824	-0.22896032	0.46985066	0.1916224	1.3757266	-0.6578102	-0.40145865	0.36378884	-0.24206229	-0.15960667	-1.4622473	-0.866105	-0.10691675	0.054530643	3.130862	-0.007272269	0.08932933	0.20713669	-0.5520898	-0.17829122	1.1941476	1.1267385	0.073631465	0.44091946	-0.29151273	-0.318334	-0.7884172	0.26639572	0.64058155	-2.1288273	0.88937	-0.27731645	0.2645615	-0.029200146	0.5022519	-0.59403235	0.009295153	0.10419876	0.15268159	0.28793746	0.4165426	-0.19236386	0.6954456	1.6316075	-0.072937675	0.016284807	-0.091625676	0.27181804	0.019032672	-0.13525607	0.4404806	0.8578268	0.44595763	0.31026763	-0.008180827	0.3593076	-1.7719532	0.8481011	1.2509468	-0.5653557	0.66113997	0.30035603	1.0269891	-0.91166526	-0.0048776013	-0.18724395	0.0151303215	0.20502971	-0.8823495	-0.016919581	-0.12361494	0.17011124	-0.11316641	-0.3422241	-0.14085653	0.084436856	0.33576825	0.21311519	-0.46040887	-0.25347817	0.2931974	0.84663916	-0.2893557	-0.3561964	-0.77497005	0.08763891	-1.6592938	-0.6585372	0.26350552	0.37564215	0.31365833	0.32989028	0.0
GSM3068530	-0.1903804	-0.091676764	0.19554944	0.6282649	-0.05470421	0.032831777	0.6425901	0.044211186	0.59505165	-0.60499406	-0.5423252	-0.26184157	0.529558	0.8360888	0.0030738052	-0.27873805	0.19708811	-0.14049752	0.34416312	-0.28923622	0.392969	0.30618182	-0.10474844	-0.39885485	-0.74121255	0.36789778	-0.36031157	0.4070203	-1.048244	2.1458054	-0.44678712	0.28099108	-0.1729182	-0.3150506	-0.17055324	-0.7794011	0.4685674	0.24874662	-0.3144411	-0.09679829	1.2154346	-0.622265	-0.37423834	0.5051134	-0.071254246	0.7429505	-2.180422	-0.59437966	-0.25989562	0.09884701	2.41632	0.16872722	0.37368256	1.2183276	-0.22391498	-0.27243534	1.4073362	1.2187226	-0.37412062	0.48964667	0.10061854	-0.72436535	-0.7860644	0.3394616	0.44751352	-2.0374606	1.2641715	-0.31648394	0.12634507	-0.045039818	0.4518369	-0.3983626	-0.08762059	0.011789241	-0.3530535	0.616665	0.6653833	0.29535016	0.53670776	1.2641493	0.4893679	0.33777496	0.37897053	-0.15226175	-0.23198253	-0.55265856	0.18950269	0.5356716	0.064827435	0.124119245	0.3116437	0.18046516	-1.6300079	0.9897322	1.2942612	-0.6449778	0.47609296	0.21741737	0.7637696	-0.68436104	0.19706388	0.24828506	0.08520485	0.2903926	-0.5659853	0.12243137	0.25065926	0.22607549	-0.30515414	0.54086393	-0.08353072	0.7974939	1.4405506	0.3185263	-0.28460702	-0.64844376	-0.22981161	1.1856532	-0.15251446	-0.06524518	-0.7606296	0.07722292	-1.7760618	-0.83406806	0.27048302	0.13564098	-0.30716917	0.30614725	0.0
GSM3068531	-0.12456974	0.15029486	-0.057386212	-0.12152583	-0.4964854	0.36689806	0.6856677	0.42519966	0.56131405	-0.87100977	-0.47865212	-0.093630776	-0.17078748	-0.020269522	-0.16932754	-0.13515045	0.0960323	0.15995383	0.024330892	0.15955962	0.38945147	0.25230393	0.11489977	0.011007218	-1.0871341	0.22044379	0.082862444	-0.08305621	-1.2567697	2.2284565	0.30757695	-0.458049	-0.40862197	0.5495698	-0.039805446	-1.083842	-0.11688603	-0.2205111	0.21398261	-0.17321344	1.2390674	-0.8155891	-0.43705162	0.38778293	-0.084561944	-0.15328035	-1.5410267	-0.7716015	-0.10749194	0.04115386	2.984926	0.3117961	-0.0073881093	-0.28162628	-0.53169286	-0.19501783	0.84529185	1.0361923	-0.081848264	0.072928175	0.27264988	-0.23607053	-0.7150716	0.5683355	0.88644946	-1.9044201	0.6257527	-0.17833227	0.10157694	0.13316724	0.51987743	-0.742619	-0.02529031	0.06537903	0.13898699	0.10239683	-0.622433	0.07102595	0.47186846	1.2360183	0.18480352	-0.14825682	-0.06416403	0.14548628	0.2020876	0.20953429	0.49556208	0.78097504	0.44319433	0.26978087	0.34235126	0.43539503	-1.7149011	1.0303565	0.98811436	-0.87220997	0.71338224	0.29449812	1.1797318	-1.0580146	0.35867265	-0.16212454	0.0056023225	0.18859443	-0.7432632	0.050025884	0.19440332	-0.17788866	0.13872929	-0.1047038	-0.26074535	-0.39402783	-0.1684567	-0.1863428	0.38422394	0.08700902	0.25984138	0.75403494	0.10695633	-0.10187713	-0.62216175	-0.095232084	-1.6246849	-0.60614747	0.39903498	0.47767237	0.14627995	0.13004795	0.0
GSM3068532	-0.13350315	-0.19823019	0.09869062	0.161295	-0.44708478	0.2677593	0.580423	0.38394693	0.4226835	-0.6180463	-0.441575	-0.16482352	0.13313411	-0.060487296	-0.24628614	0.017391087	0.0022315974	-0.4969766	-0.2319772	0.16204058	0.07771838	0.31168205	0.24543309	0.122100405	-0.84518063	0.09181562	-0.1450881	0.10648668	-0.981771	2.2861757	-0.3286417	0.45524746	-0.012668471	0.05488499	-0.04572707	-0.8939249	0.12513134	0.2908311	0.09846875	0.086367704	1.2141974	-0.55224305	-0.34365484	0.30319545	0.06520451	-0.22792561	-1.6903639	-0.6246361	0.025296813	-0.033725753	3.0466352	-0.11006834	-8.743906e-05	0.0077742864	-0.27726516	-0.18190226	1.2694052	1.0593524	0.2600781	-0.028797654	-0.45555067	0.39956275	-0.51933724	0.40640002	0.7128206	-1.9455553	1.1500516	-0.30280927	-0.17205799	0.06496381	0.5943956	-0.5474065	-0.34747365	0.31117773	-0.007399366	-0.08145657	0.75574255	-0.4157192	0.7618715	1.2596503	-0.53588325	0.22478695	-0.06550306	0.10509626	-0.36409023	0.24611457	0.38366014	0.7692648	0.17672749	0.1883736	0.20735364	0.20505829	-1.872523	0.9364955	1.3579088	-0.7374601	0.7469327	0.16696203	0.8972787	-0.9651994	-0.20861986	-0.07956852	0.06367671	-0.10026962	-0.62592447	-0.09683656	-0.4149224	-0.07697681	-0.014632148	0.10049222	0.36565456	0.2333704	0.11885783	0.52959716	-0.41780627	-0.09741283	0.09542714	0.95939493	-0.16317607	-0.004435287	-0.91694194	-0.044183243	-1.6426438	-0.7065127	0.26111618	0.3209022	0.15902668	0.102675125	0.0
GSM3068533	0.44814047	-0.5621368	0.38506675	0.22771524	-0.38824227	0.4334186	0.66188914	0.4556038	0.47520584	-0.6594412	-0.4114022	0.12947217	0.41279596	0.25593254	-0.31725258	0.118434384	-0.016142743	0.3271505	0.15212688	0.47392756	0.26293027	0.25491	0.19935629	-0.0015080771	-1.0097517	0.2688936	0.054553427	0.3280866	-1.2603034	2.2615016	-0.25235778	0.43636045	-0.093216285	0.002144912	0.01931479	-0.9095351	-0.082416505	0.30501968	-0.08028237	-0.0032133502	1.4494101	-0.5232694	-0.34520414	0.29442203	0.06108892	0.61028516	-1.5685163	-0.66166365	-0.20005293	0.10277561	2.837404	0.31672725	0.3240135	0.4463525	-0.3166609	-0.123583265	1.2753118	0.9212482	-0.5194088	0.005332163	-0.33318603	0.30099797	-0.66816247	0.41399986	0.8189852	-2.0029998	1.0357481	-0.31597444	-0.09323056	-0.5022085	0.64636594	-0.5555592	-0.072985	0.27484974	0.22993949	0.21492754	0.32590404	-0.5019715	0.47310188	1.4511569	-0.14762807	0.4989015	-0.04517565	0.24118179	-0.50488037	-0.08553371	0.71503174	0.711126	0.40750027	0.39817852	0.23208524	0.5761223	-1.8295224	0.5736949	1.108309	-0.7582493	0.7153593	0.2812245	1.0268321	-0.96331847	-0.27822563	0.1550711	0.0094607305	0.04686363	-0.81953204	0.13119903	-0.35527787	-0.38750103	0.15594155	0.0063431812	0.025829926	-0.1395827	0.40530893	0.693853	-0.32620826	-0.16037051	0.04159812	1.1198095	-0.42242065	-0.05959725	-0.7998868	-0.18935226	-1.6130918	-0.6910606	0.14335126	0.46391293	0.3110641	0.1254591	0.0
GSM3068534	0.010767657	-0.44333154	0.584672	0.74753845	-0.35205895	-0.071926445	0.52618885	0.12375903	0.5318719	-0.6412938	-0.32428154	-0.015117233	0.6733871	0.4388631	-0.13322534	0.08594794	0.105559684	-0.0036454187	-0.22710429	0.67709357	0.2520639	0.48652062	0.015127909	0.13310206	-0.59608024	0.16930464	-0.2801763	0.3647556	-1.1159151	2.3338194	-0.63449717	0.39896253	-0.31362534	-0.07151018	0.033284258	-0.76720405	0.25605717	0.67668444	0.047981266	0.061408024	0.96042997	-0.49341738	-0.280049	0.49408278	-0.39247137	0.49434617	-1.8827989	-0.5643523	0.030889943	0.07046213	2.6337206	0.032914493	0.5429643	0.70529926	-0.4363836	-0.13151024	1.2051128	0.92327046	-0.614618	0.55031514	-0.2766101	0.6759619	-0.5609975	0.41245386	0.7564662	-2.129043	1.2379199	-0.4740045	-0.5115705	-0.63536125	0.4103568	-0.40853956	-0.07285722	-0.058043905	0.0686033	-0.057183787	0.76546717	-0.43679345	0.429446	1.0078211	-0.20893382	0.19630463	-0.029939642	-0.011994923	-0.6421406	-0.19727713	0.36217728	0.67277515	0.19084734	0.27278572	0.24567564	0.1972518	-1.805205	0.9908443	1.393285	-0.7255886	0.83082527	0.13700214	0.69543993	-0.6918764	-0.21115056	0.2257223	-0.08832781	0.28518376	-0.62742424	-0.13946295	0.12384901	-0.41365564	-0.17772584	-0.24605323	-0.13002759	0.24506277	0.57444054	0.68737024	-0.34374604	-0.26455474	0.055677846	1.2109246	-0.59890354	-0.14491412	-0.79006034	0.11867313	-1.4083353	-0.8550718	0.15247752	0.054374244	0.042814087	0.16707277	0.0
GSM3068535	-0.7196558	0.52794653	-0.13885967	0.20298323	-0.25903967	0.29969096	0.7013315	0.18733156	0.6182906	-1.131487	-0.34262708	-0.0837723	-0.046006445	-0.16309725	-0.352173	-0.26356402	-0.3489225	-0.58844745	-0.15668607	0.24357715	0.11221125	0.10742631	0.120026425	-0.2457646	-0.6902022	0.12976603	-0.4435323	0.3740748	-1.1953	2.1481454	0.73419887	-0.2714242	-0.1312592	0.18579568	-0.30800405	-0.7209565	-0.10210042	-0.08158681	0.39874244	0.45683625	1.2184927	-0.56353396	-0.41438746	0.3716553	-0.2786796	-0.14375566	-1.5168595	-0.45654628	-0.008689916	0.0056298226	3.189493	0.001759728	-0.14030652	0.124437496	-0.26910946	0.0135940695	1.0230023	1.169146	0.31488314	-0.04081314	-0.35287273	-0.51579905	-0.8285853	0.50119007	0.79366976	-2.0956333	0.98956704	-0.32553324	0.70848125	-0.10355977	0.49287084	-0.6643998	-0.16409978	0.15512891	0.36838236	0.12739986	0.031009339	0.03194829	0.5394576	1.3044517	0.013903069	-0.3752459	0.20887142	0.2067664	0.2981401	-0.0134827625	0.31947514	0.737251	0.36675915	0.12208406	0.32934347	0.2937741	-2.1308556	0.70937794	1.3366342	-0.5994194	0.7471773	0.3244411	0.66842943	-0.8265987	-0.021173095	-0.2580415	-0.04647061	-0.036927737	-0.71706676	-0.15486716	-0.64379734	-0.12804425	-0.33424112	-0.017330991	0.08053606	-0.5090645	-0.19180822	0.03338703	-0.06188134	0.0035556105	0.2952169	1.0438925	0.21120352	-0.6814724	-0.7509416	0.095639415	-1.4840857	-0.78969586	0.12889199	0.35081106	0.22304097	0.1460303	0.0
GSM3068536	-0.21667233	0.33478507	-0.057346337	-0.56673515	-0.39343292	0.2863017	0.55801433	0.32968667	0.67353785	-0.7597357	-0.3462077	-0.032931864	0.0038173452	0.13329998	0.0074124285	0.14473164	-0.0825207	-0.08991434	0.22614051	-0.023397168	0.23141444	-0.08001581	-0.26613414	-0.43758094	-0.7492744	0.06643493	-0.11497967	0.4279676	-1.1003736	2.3734334	0.41176337	-0.072248384	-0.16577983	0.19665492	0.0014223608	-0.80742395	-0.080066025	-0.05839902	0.36504212	0.2614008	1.175796	-0.42733538	-0.24316438	0.42875555	-0.22338697	-0.24405082	-1.6990237	-0.55566263	-0.18592131	-0.09601195	2.7167792	-0.03820734	-0.14873153	0.24375582	-0.4066261	-0.2200516	1.0715536	1.1973916	0.2522499	0.44337252	0.2772489	-0.7005184	-0.76904607	0.21520114	0.46234077	-2.1858904	0.9183293	-0.0023423466	1.020986	-0.37186208	0.75765455	-0.4553291	-0.10872508	0.095303945	0.32466313	0.33158955	-0.12075619	0.42503074	0.6685276	0.97229004	0.30935276	-0.52193534	-0.0055523426	0.41843054	0.46007568	-0.33838302	0.37803158	0.50465465	0.32341135	0.25684673	0.35242015	0.26105887	-1.7144045	0.92609173	1.1567672	-0.6099016	0.7936666	0.3014228	0.70660067	-0.8671485	0.44398284	-0.08920663	0.11319396	0.15107413	-0.760736	0.045750458	-0.3931339	-0.056256313	0.12650964	-0.42888403	-0.5345148	-0.05540494	-0.027690023	-0.35674566	-0.34787786	0.007015541	0.04233065	1.2335503	0.1727446	-0.500101	-0.7441073	-0.033772275	-1.687414	-0.7033046	0.19886933	0.27166262	0.12658049	0.052557487	0.0
GSM3068537	0.43686238	-0.48668465	0.38663545	0.24993132	-0.5216144	0.30361724	0.7034631	0.48973465	0.40557262	-0.6287794	-0.3889122	0.001647209	0.35419628	0.5581584	-0.19866997	-0.099417046	0.44324982	0.17541994	-0.058328662	0.16149105	0.1344922	0.23765479	-0.076862924	0.113518	-0.93044984	0.3560485	0.17724931	0.1486323	-1.2276742	2.1984868	-0.20918357	0.5131921	0.0025715032	0.10638207	-0.041224353	-0.83119494	0.04958806	-0.041552972	-0.06900486	-0.13170594	1.2923166	-0.7844205	-0.23379332	0.24847727	-0.17545056	0.5261502	-1.4756745	-0.6625303	0.038356747	-0.13737555	2.916086	0.24719569	0.7833009	0.43706354	-0.44689968	-0.080417	0.9303803	0.95425373	-0.64282364	0.1242105	0.02522284	0.20638677	-0.55730635	0.27896136	0.5679887	-1.915529	1.0217767	-0.3481013	0.06951808	-0.48704994	0.4570019	-0.48034197	-0.14084685	0.30321446	0.22318734	0.35850447	-0.03269223	-0.18048166	0.5437637	1.4475489	0.48721576	0.21342704	-0.32423252	-0.091570005	-0.37473777	-0.35631412	0.64625853	0.78694713	0.3051457	0.2884457	0.09061407	0.3000193	-1.9702924	0.98181343	1.1828982	-0.9221911	0.6794064	0.25587162	0.87539595	-0.7954934	0.07106232	0.22730252	-0.13004819	-0.018680345	-0.5469102	-0.027696207	0.16197556	-0.07056445	-0.10757114	-0.08083523	-0.2941786	0.3490791	0.36692548	0.36379513	-0.04033745	-0.22622837	0.1581273	1.0109248	-0.6349097	-0.23692308	-0.893545	0.08431299	-1.643656	-0.8115815	0.13360508	0.3920436	0.16516408	0.18351679	0.0
GSM3068538	-0.1084379	-0.33124214	0.20609714	0.49953133	-0.60649896	0.19851074	0.64614576	0.11775441	0.6644218	-0.97885257	-0.18212153	-0.13030969	0.50229514	0.2489862	-0.32271153	-0.29280043	-0.020487143	0.14257492	-0.12629257	0.5609683	0.53376067	0.15482797	-0.3239015	0.1042515	-0.86585903	-0.19834292	-0.15985647	0.05110665	-0.9457674	2.2496762	-0.3458347	0.25575432	0.0027602366	0.17262363	0.18993768	-0.8052499	-0.059743453	0.34677568	0.5740127	-0.08613162	0.9167334	-0.5127166	-0.36657834	0.41627803	-0.57709634	0.35230154	-1.3987126	-0.7400458	0.15715377	-0.15873928	2.6314797	0.12834702	0.41072714	0.36607403	-0.5380541	-0.013387038	0.83946407	0.8177755	-0.414434	0.45701796	-0.28928074	0.6591556	-0.94509774	0.43452972	0.63143003	-2.1103852	1.2422962	-0.04425152	-0.3606658	-0.5234349	0.23757498	-0.31294426	-0.07921428	-0.093637064	0.29592144	-0.17216195	0.3590691	-0.86702085	0.7092307	1.3997449	-0.14665674	0.20505413	0.4610923	0.2935734	-0.76103514	0.15396158	0.2692793	0.87866914	0.50750935	-0.003151792	-0.22895135	0.19569881	-1.7303729	0.78457063	0.91975653	-0.58159775	0.6098768	0.59666264	0.6927999	-1.0114807	-0.102629505	-0.002228941	-0.2893924	0.30453634	-1.076633	-0.22793962	-0.055671487	-0.3015315	0.5177752	-0.4786418	-0.16112198	0.08740973	0.58973265	0.4607639	-0.55612385	-0.0067507466	0.22078443	1.1324732	-0.32212028	0.24082147	-0.45419538	-0.0678797	-1.7960864	-0.74788713	0.34262413	-0.025809908	0.4893727	-0.102003254	0.0
GSM3068539	-0.3858546	0.29202712	-0.19773284	-0.58039224	-0.35502753	0.2508542	0.5930902	0.35165706	0.38121524	-0.79064417	-0.19952482	-0.013313523	-0.1041104	-0.11442069	-0.04507975	0.024431443	0.086352564	-0.3378227	-0.13607354	-0.2644332	0.09021268	0.11882426	-0.07396507	-0.027939448	-0.89873797	0.23934665	0.06487601	0.08891704	-1.0137728	2.228426	0.46280065	-0.10702238	-0.1956603	0.27495378	-0.116046235	-0.8740797	-0.38030696	-0.13885055	0.16624156	0.35516354	1.0237937	-0.67403513	-0.2671875	0.37516215	-0.034085862	-0.42931992	-1.6841538	-0.7058046	-0.020412864	0.2316002	2.7510946	0.08224909	-0.36600864	-0.31755838	-0.26968524	0.03940983	1.0165421	0.8797311	0.33896032	0.18195416	-0.10356317	-0.45417604	-0.6467171	0.30635026	0.61175215	-1.9617655	1.0210506	-0.44036838	0.29201725	-0.11824406	0.38986707	-0.69724333	0.08087837	0.1870712	0.22658484	0.08402684	-0.2134945	0.264698	0.5423591	1.3882183	-0.14583082	-0.16240245	-0.08070722	-0.105639726	0.24769	0.2722269	0.46429616	0.71347535	0.30086055	0.07816538	0.3927073	0.3046381	-1.72776	1.2285854	1.0194842	-0.77891827	0.8165333	0.07193736	0.7947825	-1.0354617	0.0012758705	-0.18173331	0.074764945	0.089253485	-0.39372817	-0.021877382	-0.4319356	0.118206255	0.06526605	-0.13599819	-0.16986379	-0.11196317	-0.18920358	-0.22590753	-0.3869766	0.019966034	0.25669926	1.1531719	0.28423738	-0.24129553	-0.8091645	0.09627554	-1.4347168	-0.65509903	0.1704315	0.35547006	0.0026364492	0.33156884	0.0
GSM3068540	0.42291963	-0.060330972	-0.06060471	-0.37237296	-0.51944554	0.3786581	0.55815774	0.26228732	0.47102022	-0.979241	-0.37008438	-0.051053762	-0.27629215	0.2612595	-0.25176874	-0.5522258	0.44952396	0.09131664	0.02702042	0.059710633	0.13708438	0.20602033	-0.08818039	0.44292304	-1.0565537	0.006930284	0.25804612	-0.47635502	-1.260139	1.9931444	0.24903667	-0.50502974	0.21718034	0.24532445	0.062533416	-0.8701415	-0.012276534	-0.40120432	-0.17321074	-0.008351167	1.3134396	-0.69582	-0.50729114	0.3967972	0.19673891	0.12504828	-1.3040788	-0.951544	0.18399544	-0.038789753	3.0505912	-0.06937102	0.42282054	-0.09916759	-0.573592	-0.067553714	0.8559898	0.91499853	-0.17214611	-0.2973781	0.37267527	0.09795902	-0.47213972	0.30598465	0.5443949	-2.0952919	0.9568542	-0.36347568	0.059034124	-0.10137172	0.4227835	-0.59223163	-0.083137825	0.14938873	0.09215697	-0.34071693	-1.0169153	0.12245945	0.31116208	1.0665574	0.5507333	-0.20338392	-0.19660363	-0.23494022	0.20223863	-0.2726292	0.62179905	0.7454361	0.27137804	0.26718637	-0.092159905	0.2878486	-1.9475636	0.72573084	1.0016254	-0.7044524	0.8770244	0.18077369	0.9108972	-0.9751532	0.045444503	0.11427756	-0.17500831	-0.3084555	-0.855647	0.0046537262	0.28696245	0.017788922	-0.09579817	-0.22588289	-0.43389642	0.19840422	-0.3597102	-0.5130434	0.30907506	0.0019873306	0.43428338	1.0773165	-0.110894546	-0.2554054	-0.7332526	-0.11560791	-1.3361307	-0.60638636	0.14672732	0.3975091	0.38854572	0.26349217	0.0
GSM3068541	-0.10162034	-0.1760194	0.11647689	0.082774684	-0.38774145	0.3096934	0.7482113	0.2999248	0.47974148	-0.5492995	-0.37880018	0.33180293	0.35647509	0.020064078	-0.30152676	-0.11701016	0.24145289	-0.25950548	-0.09224028	-0.058773614	0.26700008	0.12467692	0.10787966	-0.3342514	-0.9322947	0.22934261	0.062630676	-0.3149066	-1.2663187	2.201286	-0.64998174	-0.1696275	0.050815247	0.21904202	-0.18795541	-0.89950955	0.16452199	-0.07988312	0.37024787	-0.15498367	1.0171212	-0.5985007	-0.37471402	0.16705573	-0.012384385	-0.07607351	-1.4183344	-0.80970657	-0.13177162	-0.118045986	3.196402	0.23892635	0.16395186	0.37333888	-0.23754978	-0.07807331	1.0757749	1.085938	0.027734417	-0.044787545	0.20663694	0.115361854	-0.6491604	0.2008316	0.8084524	-2.25408	1.0305924	-0.292598	-0.24159826	-0.05249301	0.4898246	-0.67001575	-0.2557903	0.16395293	0.32884616	0.14946875	0.5953057	-0.10994596	0.68627644	1.3010763	-0.18488504	-0.13512608	0.13806495	0.39976636	-0.32245076	0.098024175	0.62078065	0.96011734	0.7517025	0.28099206	0.29782388	0.45525426	-2.257694	0.83166295	1.2995472	-0.6650671	0.76040727	0.21885654	0.88450897	-0.80533177	0.08225712	0.18285328	0.05596106	0.018585593	-0.52158374	-0.3114845	0.022749081	0.20105906	-0.31135985	0.019382626	-0.19664946	0.35854423	0.04828859	0.118398786	-0.3193649	0.3199768	0.1121768	0.9997223	-0.14684042	-0.09847917	-0.76146424	-0.15007588	-1.8015525	-0.97351694	0.09885807	0.51029295	0.3366898	-0.0071041565	0.0
GSM3068542	0.1058698	0.1694389	0.5027023	0.7859002	-0.2997873	0.24827406	0.6644862	0.3400629	0.6877594	-0.6470813	-0.15954234	0.1327405	0.4141883	0.46619353	-0.34206197	-0.2512198	-0.15939195	-0.1973984	-0.020122156	-0.18126905	0.296338	0.05688735	0.10550458	-0.12579149	-0.6551995	0.017446123	-0.13393125	0.232665	-1.1345692	2.1501977	-0.15318826	0.045374904	0.4229428	-0.1318286	-0.27840307	-0.94945884	0.2339937	0.32791215	-0.06535015	-0.1781944	1.1667401	-0.40041834	-0.37742102	0.45843604	-0.0033384087	0.35833654	-1.6227678	-0.9500667	-0.026230786	0.053434085	2.7190332	0.15904158	0.1350981	0.8479544	-0.39151415	-0.09916068	1.0012685	1.1200004	-0.20625798	0.36410922	-0.15294331	-0.70632625	-1.0071228	0.23737597	0.6480409	-2.091476	1.0923309	-0.24932234	0.46492746	0.426371	0.47045103	-0.576664	-0.07646256	0.2589196	-0.22153309	0.54953116	0.65564233	0.25857383	0.78153616	1.1348536	0.46655354	0.37800592	0.35870084	-0.087303996	-0.02447481	-0.26335588	0.6369512	0.6186534	0.3708694	0.18552299	0.09146994	0.27022082	-1.4102387	0.9105118	1.2809724	-0.681486	0.71188325	0.3408467	0.8996185	-0.90195113	-0.07763475	-0.04986049	-0.47528845	-0.2443373	-0.78016007	0.067679934	-0.31757268	-0.073092245	0.17200461	0.009892464	0.22581908	0.09597631	0.88547117	0.47420892	-0.3034486	-0.19937271	-0.40535095	1.0485235	0.25429437	-0.3521471	-0.5862676	0.030502316	-1.7951523	-0.80488163	0.40606588	0.21452041	0.14678599	0.0993703	0.0
GSM3068543	0.42341393	-0.74682945	0.07055365	0.06295805	-0.21636234	0.108843476	0.15417008	0.08515993	0.5100551	-0.33550012	-0.62719816	-0.2357329	0.3895882	0.73877484	0.074824065	0.36507982	-0.29066643	0.83204025	0.06713708	0.8059649	-0.10871443	0.20426457	-0.5818826	0.29427725	-0.73226994	0.37596127	-0.25527915	0.52575165	-1.3985357	2.134543	0.10516796	1.1702492	-0.32512432	0.06813911	0.045740332	-0.9938504	-0.57364136	0.32966667	-0.32738286	0.11828918	1.3512858	-0.7251523	-0.27042118	0.33865276	0.07988895	1.0454315	-1.6926091	-0.5042305	0.12383319	-0.10699745	2.6601815	-0.54132825	0.7051636	0.78157073	-0.1884004	-0.22473444	1.1296655	1.4197768	-0.8527137	0.35681027	-0.7583008	0.30131197	-0.37146753	0.0294144	0.5637914	-2.046057	1.1660944	-0.33272475	0.34149233	-0.8837274	0.46706596	-0.4727919	-0.026884448	-0.13482045	0.31917784	0.3204133	-0.080063455	-0.70037717	0.9706136	1.6143831	0.3391565	0.27206093	-0.44309577	-0.22685382	-0.11506283	-0.65768665	0.3242435	0.3377519	0.06664507	0.20417334	0.18278487	0.14458929	-1.9700483	1.1891303	1.4164188	-1.1795766	0.5266685	0.35932258	0.734791	-0.9124495	-0.25706849	0.08356155	0.13361034	0.023227494	-0.5837818	0.018206786	0.095218726	-0.6800727	0.16461958	0.2941976	-0.30121785	-0.2550688	0.34077534	0.91706675	-0.21544628	-0.07571176	0.22790931	0.84506845	-0.5122509	-0.1943698	-0.9688548	0.27619702	-1.6217395	-0.8186445	0.19570935	0.21606715	-0.44089514	0.047217324	0.0
