	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249533	0.43514195	-0.18363318	0.37176484	0.06739089	-0.3094893	0.26311556	0.8342957	0.20523137	-0.21690744	-0.13804862	0.058760677	0.06335704	0.15002741	0.4941883	0.08474289	-0.574183	0.39154312	-0.1661444	0.31196907	-0.3955593	0.25944474	0.5841964	-0.3210467	-0.2791437	0.055658992	-0.49124318	-0.11946973	-0.2554976	0.16267475	-0.5950356	0.45207873	-0.56267077	-0.34294873	-0.7796468	-0.07163745	0.10774139	-0.27480316	0.18667848	-0.54776746	0.3118903	0.28531206	-0.08716851	-0.21950847	0.37216738	0.663413	-0.173076	0.08931645	-0.067059904	-0.25754303	0.054115824	0.0126864845	0.38993528	-0.02052684	-0.12901072	-0.013450581	0.45957446	-0.52510005	0.19265051	0.3244513	-0.05000259	0.3026984	0.20435838	-0.46180153	0.25734872	-0.09674384	0.5772212	0.124286905	0.0042790053	0.11296242	-0.16000818	0.32819915	-0.38017064	0.44636568	-0.1554435	0.0060194526	0.28110087	0.7227449	-0.68515736	0.0030141699	0.8161263	0.25009996	0.8631292	0.08856735	0.015736125	0.7549863	0.26670927	0.63697815	0.36908796	-0.20249723	0.7840234	-0.42534873	-0.5153356	0.25811243	-0.53578275	0.4494454	-0.5559212	-0.23477046	-0.19297235	-0.5649498	0.8173583	1.0
GSM6249534	0.03663796	-0.21573631	-0.82175094	0.492977	0.29586145	0.9695631	-0.038879953	-0.13179645	-0.3280313	0.7259403	-0.8386932	-0.7549616	-0.41481292	-0.6625952	0.5218859	0.22219223	-0.33330202	0.06651706	-0.21178104	-0.032975353	0.25608546	-0.19301571	-0.15797226	-0.13489293	-0.73612964	0.73487484	0.2372678	-0.46308437	0.42806605	0.05835188	-0.6165216	-0.4083017	0.3327467	0.71940017	-0.84076494	-0.28305903	-0.36192137	-0.07151653	-0.13619484	0.084284455	-0.7474365	-0.03275708	0.13067748	-0.058164783	0.61586916	-0.77432615	-0.20407857	-0.55668914	0.65934116	-0.2899235	-0.22001748	-0.074446306	0.96383995	0.64668995	-0.12678899	-0.18685034	-1.3237288	-0.348006	0.54458266	-0.43464553	-0.52234566	-0.07289271	-0.15996704	-0.38199443	0.7152316	1.3705002	-0.7384114	0.6246416	0.032544427	0.5977528	-0.30812672	0.68297094	0.22726741	0.62566984	-0.4054881	0.8508498	0.2537387	0.50713277	-0.27824423	0.5839221	-0.35280013	-0.030060628	0.06198729	-0.09683318	0.9119168	0.7835678	-0.50133675	0.28071934	-0.032884873	-0.16573122	0.43992367	-0.4753102	-0.33735085	0.3157088	0.63080287	-0.5057289	0.020070627	0.19140024	-0.26569209	0.006050372	0.0
GSM6249535	0.436932	-0.20340605	-0.40233976	-0.4401486	0.075273074	-0.67843896	0.90107	0.06445573	0.5772674	0.18733408	0.18913469	0.011573635	0.22975609	-0.17727979	-0.4874565	-0.34893805	0.44691813	0.8741146	-0.3529978	0.15903448	-0.35702372	-0.17368269	-0.059716962	-0.16744933	0.2612055	-0.09587298	-0.9879621	0.32287621	0.24465632	-0.19500624	0.2196017	-0.28733182	-0.49275765	0.9901613	0.12885933	0.38642764	-0.046362936	0.14455499	-0.2894868	-0.13001871	0.2519435	0.10806405	-0.08006798	-0.6758838	0.4858082	-0.31230336	0.42341274	-0.4635042	-0.30849296	0.18078469	0.08447081	0.16120242	-0.13444623	-0.7469937	-0.43389475	0.28554976	-0.82777303	0.458266	0.34528247	0.021174759	-0.90158874	0.4459141	0.0122617	0.04376179	-0.091556974	0.29284975	-0.6823831	0.0074240193	0.4200234	0.6272423	-0.121322826	-0.55426365	-0.074676156	-0.44919616	0.12727769	-0.05342825	-1.0117348	0.45995075	0.17709374	-0.57972455	0.17357811	0.0049554952	-0.75140357	0.79242194	0.45320836	0.14315386	-0.43250725	0.3210448	-0.0599959	0.23929484	0.116784446	-0.32722148	-0.8935226	0.2958244	-0.2652038	0.058664497	0.15371853	0.22612265	-0.21673107	-1.3940059	0.0
GSM6249538	-0.33420625	-0.28744504	-0.35791758	-0.30058655	-0.027289025	-0.30667636	0.248276	0.15154141	-0.22031642	-0.058795672	-0.13521822	0.2865143	0.39373216	-0.010504465	-0.503863	-0.27884805	0.2607694	-1.2968287	-0.6411784	0.31451118	-0.23537432	-0.6115299	0.48667657	0.9573598	-0.39542276	0.634862	1.0395527	0.24917483	0.8435102	0.48445642	0.41722596	-0.3174269	-0.109282084	0.09692414	0.15979145	0.032162365	-1.2774241	0.32334334	1.3557101	0.022660812	-0.46280447	-0.94617635	-0.18093394	-0.14548169	-0.7309759	-0.49329475	0.75357455	-0.7323569	0.58409876	0.118629426	0.42959026	0.569291	-0.19806701	-0.34506387	-0.23384255	0.1497011	0.008822353	0.2398412	-0.18788327	0.4265154	-0.391473	-0.042175982	-0.41468182	-0.080844395	0.3116694	1.1200142	-0.18608765	-0.188101	0.39531606	0.39535668	-0.19013797	0.013086704	0.24200813	-0.091731764	0.02888262	-0.043855447	-0.3671349	0.7887696	-0.4474797	-0.37685868	-0.5253345	0.19956134	-0.08815496	0.15436143	0.2945396	-0.018661004	-0.27053916	-0.6780255	0.38893133	0.51011336	0.8513473	0.64402485	1.1172044	-1.5905813	-0.37423733	-0.013882215	-0.18767317	-0.31908283	0.7350685	-0.8017837	0.0
GSM6249539	-0.084086545	-0.37331262	0.030993955	0.014870754	0.3950743	-0.31058052	-0.46990877	-0.17569351	-0.9919977	0.7410712	0.75917923	0.8097498	0.524778	-0.017221699	-0.63647705	0.2830857	-0.14508583	-0.71031797	0.42986426	-0.09928303	0.1377564	-0.21966651	0.90096086	0.17133735	0.72001845	-0.37466547	-0.7598684	-0.14634195	0.21324398	-0.24157843	1.4516381	0.6467137	0.13360025	0.33136326	-0.59290135	0.09572048	0.40254146	-0.8974384	0.20927095	0.47159335	-0.14316219	-0.13714972	0.14321658	0.71562415	-0.45291364	-0.36212966	-0.7980172	-0.13516305	0.92211866	-0.29451984	0.034130983	-0.67719644	0.3555869	-0.49474654	-0.19172455	-0.14942087	-0.093494356	1.292744	0.47513586	-0.010615657	-0.3614607	-1.075398	-0.5689838	-0.2916909	0.2965324	-1.4598148	-0.9733786	0.3298663	-1.1989683	-0.5267087	0.17725058	-0.27862775	-0.53394264	0.2889743	0.80289686	0.1402926	0.15347697	-0.20670925	1.0711585	-0.035819136	0.7101358	-1.2831314	0.77404994	1.1021273	-0.4680553	0.4086706	-0.45474923	-0.099030115	-0.2821842	-1.0785519	0.00514192	0.048714075	-0.18276018	0.10133208	-0.39493042	0.43657115	-0.16524902	-0.8914311	-0.19110473	-0.3154724	0.0
GSM6249541	-0.74881166	-0.018349245	-0.6259701	-0.06636653	-0.60070014	-0.6214394	0.51350737	-0.049830843	0.015650177	0.5689232	-0.33226618	-0.124320924	-0.039350063	-0.95127475	-0.58164567	-0.6584861	0.38086012	1.5314025	-0.72082	0.376785	-0.5010193	-0.34743512	-0.65900916	-0.20634972	0.04844329	-0.8388878	-0.093919046	-0.8012526	-0.34039995	-0.6691424	0.7063833	0.24962534	0.22515742	0.058576975	-0.29745868	0.05693079	0.3369109	-0.35259035	0.57928133	-0.059320062	-0.53866106	0.035884015	-0.48441422	-0.3814824	-1.1138262	0.749084	0.49608847	0.3113335	0.1231493	0.60403496	-0.44581458	-0.25463364	0.13042419	0.169551	0.51603574	0.02259679	0.25143525	-0.7997124	0.27477616	-0.88237	-0.5049724	0.5405584	0.5388992	-0.41739532	-0.079987876	-0.18834138	-0.02944098	-0.7404057	-0.33035567	-0.14351492	-0.42869774	0.2237396	-0.27694407	-0.37575385	-0.03200019	0.052763157	-0.8454743	0.35445052	1.0999525	0.51569444	0.16049635	-0.41173396	-0.62960124	-0.4379129	-1.0090257	0.5576086	0.8053881	0.2847697	-0.42643297	-0.6951322	-0.17293495	0.34417245	-0.16473335	-0.04689333	-0.21579796	-0.28073272	0.27541536	0.31273282	-0.63244337	0.3745019	0.0
GSM6249542	0.16084433	-0.519213	0.1286098	0.8902326	0.04349505	0.24405488	-0.34774703	0.41646084	0.1537592	-0.096450314	-0.60554767	0.022848785	-0.033420227	0.42448786	-0.7063624	-0.3138704	-0.914446	-0.22947553	0.4609324	0.023517553	0.6655766	0.10845327	0.4489949	0.25900412	-0.30100816	-0.33692414	-0.4351408	0.5559919	-0.61054206	0.5979633	-0.13623059	-0.5059787	0.20605278	-0.24192458	0.06905837	-0.17259382	0.98067373	0.53884965	0.023194715	0.3921446	-0.041324623	-1.0566244	0.20285079	0.28589562	-0.55401397	0.5922557	0.70258325	0.024334952	0.52166855	-0.27502963	-0.25851494	0.46503672	-0.99176913	-0.5741172	0.10635437	-0.3742388	-0.109626845	0.2687764	-0.17377082	-0.099746235	0.20238237	0.32551846	-0.49885988	-0.1980561	0.08428122	0.6883881	-0.23201606	0.454268	-0.059916973	-0.19383937	0.26118562	-0.8245993	0.33256182	0.023617992	-0.6829516	-0.13693237	-0.5663306	-0.17059721	0.5503412	0.2533892	0.14694744	0.013155241	-0.20654662	-0.42871517	-0.9456375	0.72704965	-0.6040112	0.3410822	0.6797465	-0.46610278	-0.25856906	0.4577426	0.37093642	0.51278615	-0.39718762	0.23292607	0.029933799	0.48363087	0.22520337	-0.3301201	0.0
GSM6249543	0.00024042431	-0.9305799	-0.22802114	0.93331736	0.5472139	0.011214543	-0.12949418	-0.38137758	-0.035041105	-0.22350943	-0.64701724	0.6933176	-0.18469243	0.6661581	-0.39020774	0.24925601	-1.0422207	0.12668705	-0.0010106748	0.18353836	-0.4139388	-0.36378145	0.017544756	0.11843211	-0.81908244	-0.18226294	0.39921185	-0.0073099085	-0.15977283	-0.1042826	-0.339209	-0.4168459	0.1103719	0.45579273	-0.70132416	0.6581817	0.26837295	-0.053863335	-0.4737741	0.600649	0.17337422	0.1245691	-0.33387247	0.0051224753	-0.5689273	1.0372598	-0.36435878	0.17997764	-0.087863915	0.3761865	-0.469815	-0.30061454	0.023403548	-0.020938555	-0.78357935	-0.44272348	0.220528	0.22600369	-0.010509295	-0.0145837115	0.51014555	-0.6026684	0.28127667	0.56601924	-0.22393674	-0.09841535	0.16923302	-0.3550188	-0.4918623	0.51639605	-1.362227	-0.21485105	-0.53139627	0.0959622	-0.34471232	1.2336546	-0.6498833	0.41341946	-0.5976152	1.2189528	-0.64658	-1.2044199	-0.396403	-0.11654539	-0.109497406	0.85673475	-0.41280067	0.13197403	0.518735	-0.0975692	-0.3181939	1.0047679	0.2244088	0.51110256	-0.2738822	0.055223312	-0.17992236	-0.21971332	-0.334327	-0.61004496	0.0
GSM6249544	-0.24965882	0.18788998	-0.59947896	0.08439526	0.69772786	0.24714614	0.13502535	-1.1106426	0.25567368	-0.38892394	0.38038445	0.21350071	-0.4519446	-0.7170016	0.10236714	0.9810183	0.28102311	-0.5752084	-0.51473826	0.18933997	0.056621924	-0.012313692	-0.6381653	0.26255032	-0.084953666	-0.40321177	-0.016447397	0.39366454	0.34775212	0.3252595	0.9583188	0.6718967	-0.78669363	-0.3186256	-0.29450443	0.015254721	-0.48517033	-0.5463106	-0.52973586	-1.1429973	-0.9735531	-0.29961845	0.08864998	0.36696306	-0.47188076	-0.16588832	-0.4922407	-0.6265042	-0.21115936	0.20283458	-0.25081003	-0.17444642	0.36413988	0.2445857	-0.93368775	0.29939806	-0.2105679	-0.32333776	0.16327618	0.16813408	0.6520991	-0.42048416	0.47085616	-0.13160959	0.24538624	0.2004806	0.7379864	-0.21921416	-0.5453761	0.0021921871	-0.5546279	-0.11174212	-0.18847361	0.3791607	1.319847	0.70708406	-0.016580159	-0.6084236	-0.39696518	0.6917344	-0.30790856	-0.25840107	0.872659	0.1245172	0.21718934	-0.36394042	-1.1024088	0.15473096	-0.060130145	-0.69576365	-0.8840196	-0.16271226	-0.7117978	0.8837666	-0.11729582	-0.47175995	-0.3247102	-0.8175695	-1.0380907	0.60398054	0.0
GSM6249545	0.21179125	-0.5429336	0.41083807	0.73234916	0.16037184	0.30067393	-0.23528673	-1.0016787	0.06014099	0.30188245	0.34350753	-0.6452607	-0.17838319	0.9256526	0.14237398	-0.3864701	0.14601637	0.06019425	-0.012780076	-0.17889719	-0.4119734	-0.3030168	-0.2095076	0.33267933	-0.9077315	0.58423257	-0.26450515	-0.4425736	-0.4468299	0.17730457	1.0057485	-0.6152455	-0.17797074	0.97636616	1.3605154	0.30648032	0.18901066	1.2196819	-0.26482722	-0.5961385	-0.63424206	-0.6825577	0.59668404	1.3163567	0.58934367	-0.2920296	0.063300215	1.3198367	0.17715396	0.16199107	0.7280082	0.49456194	-0.7849637	0.90787995	0.17902206	-0.6379465	-1.2237824	0.29654816	-0.51906013	0.3472132	0.5146572	-0.41125292	0.25721544	-1.1738887	0.09149138	-0.024473354	0.022844272	-0.044902742	-0.8182344	-0.25671542	-0.44949213	-0.70044374	-0.69838095	0.13041352	0.6426474	-0.31709602	-0.7606667	0.9353638	-0.23465285	-0.27922764	0.19609255	-0.39740908	0.114682615	-0.535856	0.8651427	0.65105927	-0.4729136	-0.6691365	0.25262904	0.39126214	0.50504637	-1.3000278	0.48487782	-0.74182403	0.5655362	-0.6043289	0.53638643	0.24405211	0.25322112	0.024444921	0.0
GSM6249547	-0.47427765	-0.26989082	0.13537034	0.14855658	0.30624393	0.403494	-0.32647073	0.56063145	0.44616935	0.42215592	0.28183454	-0.084339954	-0.18703374	-0.5885073	0.3597359	0.22420374	-0.060705457	-0.08687568	-0.0865765	0.061407387	0.3976831	-0.47562763	0.60051584	0.88291055	1.5296116	0.51260746	0.9592711	1.3308337	0.51811	-0.042937916	0.7305996	0.410567	-0.16124453	0.7082156	-0.10546862	-0.7219969	-0.39915103	0.7361323	0.52143747	-0.84885365	0.27876404	0.51363426	-0.1419793	-0.12405927	0.5022068	-0.21725607	-0.03505263	-0.7895732	0.007864213	-0.3583131	-0.33606145	-0.08982377	-0.6693916	-0.79076064	0.19706215	0.5419588	0.3011449	-0.18285705	-0.35313618	-0.49969065	-0.08034423	-1.0009698	-0.1015474	-0.74657005	0.2083311	0.28117004	0.08027228	-0.115953736	-0.2346432	-0.1918081	-0.1714841	-0.27953836	0.005211781	0.6530965	-0.16142711	0.5144701	1.7435446	-0.98724884	-0.61609167	0.67305624	0.54737	0.40503222	-0.34079826	0.31350487	-0.06325297	-0.7934918	-0.7018079	-0.48628247	0.1953064	-0.554993	0.11385148	-0.2290152	0.58007044	0.037884567	0.023536034	0.9777824	-0.3839435	-0.36152968	-0.20625901	-0.2590522	0.0
GSM6249549	0.07376215	0.58411884	-0.8122911	-0.0760587	0.021333404	0.9724782	-0.11484645	-0.1431614	0.7616364	-0.24088916	0.6638208	0.76584715	-0.6525019	-0.28260672	-0.41238886	0.31913012	-0.4342601	0.70423025	-1.1532849	-0.86182356	0.32827482	0.080427326	-0.7214222	0.562026	-0.49873397	-0.32533926	0.57056946	-0.08700611	0.37746528	0.039590698	0.61892414	-0.4200553	-0.28544626	-0.56636506	-0.33741018	-0.8199783	-0.44101885	0.6970439	-1.0250859	-0.4654065	-0.44652194	0.04011546	-0.19544424	-0.39307955	-0.30701104	0.693778	-0.058507595	-0.66846305	-0.39128506	0.53288615	0.25515783	0.1758633	0.040925313	0.34627917	0.6251738	-0.9678727	-0.026316114	-0.7162507	-0.21053748	-1.4532181	-0.20839994	-0.12776874	0.19314094	0.2787684	0.27544716	-0.8805522	0.5790921	0.026638107	-0.38023975	0.55997103	0.5517693	-0.06484192	0.97531736	0.18087147	-0.61074877	0.7641902	-0.46900976	0.48449868	-0.055990983	0.28339744	-0.5320427	-0.04030613	0.34816784	-0.2327861	-0.7921738	-0.54765797	-0.55291975	-0.57946825	0.074387364	-0.522739	-0.15429564	0.21426922	0.54599124	0.110143736	0.12983325	0.5353658	0.6606073	-0.48001888	-0.37916362	0.5286058	0.0
GSM6249550	-0.25171578	-0.10351602	-0.5594512	0.11448806	-0.8333742	0.36116368	-0.20724477	-0.22061765	-0.08955556	-0.18400371	-0.6663874	-0.049845755	-1.1767515	0.82236594	0.31713858	-0.058536768	0.13497561	-0.3055135	0.45190716	-0.67223656	1.1122507	0.22820564	0.68700314	-0.5640836	0.095428154	0.3709457	0.5048904	-0.11681185	0.028876798	-0.099025175	0.12010349	0.4786933	-0.022838166	0.47165766	0.27469465	-0.45738274	0.43409216	0.07110058	0.20618302	0.1285388	-0.19326347	0.38422835	-0.06361417	-0.124285184	-1.326182	0.80652064	-0.4924766	0.3547117	-0.6639126	-0.047267947	-0.4768465	0.48799375	0.14323448	-0.10099549	-1.1749631	-0.26835555	0.306675	-0.19614786	0.16631553	-0.18218704	1.1453211	-0.5336827	-0.20980582	0.6614334	-0.48979476	0.9040126	0.7076214	-1.002164	0.4837294	-0.030063866	0.9899249	0.029535988	0.35995814	-0.63210666	-1.1461986	0.35787028	-0.13938159	0.22030032	0.472458	0.34733498	-1.2285608	-0.19560702	0.015192499	-0.2267931	-0.15740448	-0.41745764	0.007261793	0.19157676	-0.03663899	0.3416517	-0.33966413	0.22678708	-0.06773285	0.4450428	-0.8880331	-0.29639232	0.37710395	-0.7222975	-0.4135967	-0.012382158	0.0
GSM6249553	0.3073429	0.0814749	-0.7103791	-0.40408608	0.017563287	0.5552293	-0.25531387	0.1325313	-0.34778324	0.5209097	1.1278546	-0.054645542	0.05253136	-0.12622316	-0.1310144	-0.11327032	-0.18820477	-0.33572862	-0.5873207	-0.39701545	-0.789614	-0.78248477	0.29430285	-0.18682581	0.6462174	0.8288378	0.38595894	-0.6643093	0.073025234	-0.31255236	0.3318188	-0.026211603	0.83075285	-0.08920062	0.3995029	0.030813618	0.32502672	-0.053428084	0.33358896	-0.25380716	-0.3059459	0.80975616	0.71994096	-0.0667296	-0.18769711	-0.49133492	-0.13702449	-0.011260962	-0.019077351	-0.89661247	0.67262614	0.1781834	-0.4842469	-0.16826452	0.15123491	-0.44847834	-0.5156689	0.52186376	-0.37492448	-0.51739484	0.12541817	-0.2437603	-0.21784188	0.19280496	-0.69770753	0.6980335	-0.7452438	0.6400554	-0.48247966	-0.46441615	0.2807354	-0.674718	-1.1931851	1.0878938	-0.47654915	0.051569264	-0.5974055	-0.71168363	0.768186	-0.5552652	0.07019034	-0.6536735	-0.21268041	1.0128801	0.13794018	-0.45785314	0.41445225	0.21310441	0.7715962	-0.36648524	0.60498375	-0.64802504	0.29785833	-0.3760206	-0.54877186	0.047717065	-0.6039162	-0.29354283	-0.2678351	0.65508544	1.0
GSM6249555	0.0028150775	-0.0006114709	-0.25387746	0.7744014	-0.1910147	0.56706464	-0.9434599	-0.9831978	0.53407913	-0.5545284	0.3359824	1.0177033	-1.314942	0.049991906	-0.016887417	-0.46495983	-0.60255694	-0.093253285	-0.12604861	-0.23834737	-0.5378151	0.10583214	-0.10641225	-0.260407	-0.8213322	-0.1579775	-0.31931868	-0.239352	-0.10580686	-0.2190708	0.08228347	-0.30846298	0.28117612	-0.6283654	-0.0034296662	-0.518286	0.2122246	0.46003932	-0.29080692	-0.313704	-0.66365	-0.3207156	-0.36478248	0.0052857758	0.13458596	-0.13335241	-0.15875061	-0.08697696	-0.062472973	0.99820715	0.36577204	0.6261869	0.5084333	0.12709074	0.031417195	0.411214	0.44743174	-1.2626046	-0.4780051	-0.52664214	0.59525055	0.26201594	0.7579899	-0.76897144	-0.2670747	-0.09428346	1.3207194	-0.36703563	-0.5234362	-0.2859703	-1.0450087	-0.9191469	-1.3707502	-0.29234174	0.5303448	1.2444046	0.29846004	-0.16745746	0.6350989	-0.14908876	-0.1512486	0.18561913	-0.091136165	-0.09287443	-0.15340683	0.39363146	0.6415435	-0.3876012	0.27855462	0.79074794	0.430206	0.13488656	-0.32238242	0.20882647	-0.14804341	-0.78756046	0.6709416	-0.6130094	-0.043627556	0.057861574	0.0
GSM6249556	-0.05736221	0.38403556	-0.22680022	0.7652589	-0.3789663	0.79936135	-0.28591928	0.26734865	-0.43103766	0.36474124	-0.02799041	-0.32472283	0.37326217	-0.2696398	-0.10261206	-0.84724605	0.4327313	-0.01627894	0.38370648	0.73257554	-0.81154567	0.44706386	0.53373027	0.3747294	0.51543075	-0.78991294	-0.0045959847	0.18303171	0.051328726	0.29001895	0.39977008	-1.1377727	0.1032012	-0.31515718	-0.0066228444	-0.49401778	0.1102828	0.77181417	-0.7311383	-0.0589501	0.33063418	0.45374045	0.13624096	-0.16784655	0.68110776	0.31797	0.115242824	-0.93957305	0.16093883	0.74130803	-0.053616937	0.6724424	-0.67191184	0.11510765	0.02620083	0.42561463	0.54812646	-0.44098535	-0.5633145	-0.253299	0.5090681	0.23754466	0.5808132	0.15857211	-0.3619257	0.7015843	-0.19033718	0.17848696	0.30366945	0.34364802	0.82273227	-0.059130415	-0.044924706	-0.045836654	0.6249406	-0.6632758	0.6140898	-0.6433085	-0.08187253	-0.6947982	1.4618851	0.46155745	-0.1243697	-0.04435072	0.693047	-0.48355034	0.4655334	0.111449875	0.16739939	0.36848623	0.5860062	-0.4211665	-0.24151915	-0.568341	0.19340277	-0.82133657	-0.45860863	0.17843658	0.9776118	-0.27885026	0.0
GSM6249557	-0.25354335	-0.8671049	-1.0795293	0.13079123	0.056971505	1.0128647	-0.51615	0.4919095	-0.8260951	0.06298812	0.5396941	-0.49034822	-0.39465952	-0.43873113	0.13713792	0.32427162	0.050866634	0.45128557	0.36001885	-0.10050097	-0.8171205	-0.3190162	0.4849453	0.42136887	0.7637522	-0.7811049	-0.3390424	-0.3612758	-0.6138547	-0.14495094	-1.161826	-0.15441588	-0.17760533	0.24355453	-0.18085305	-0.008482026	-0.22693084	-0.29528475	0.46410292	-0.23881812	-0.0720714	0.40655956	-0.2041503	-0.31693313	0.39902902	0.54915863	-0.7754566	0.5826575	0.27434182	0.5076962	0.15537398	-0.35248765	0.3168459	-0.17688997	-0.24151933	0.6712635	-0.74651873	-0.49762017	-0.4369376	0.0839097	-0.10392334	0.5604024	-0.23481734	-1.0078782	-0.21741715	0.4027068	-0.7100894	-0.15686059	-0.27568388	-0.20166789	0.28041714	-0.2647976	-0.58297765	-0.83368456	0.056460083	0.39406908	-0.07094076	0.39193526	-0.040057786	-0.06850575	0.9497772	0.09060261	-0.5520451	-0.090665966	0.035980765	-0.36385825	-0.3450177	-0.28097606	0.016220259	0.006830563	-0.62727624	0.32860482	0.19387436	-1.2264203	0.8010422	-1.0432395	0.16188765	-0.5546506	0.039374284	0.048523594	1.0
GSM6249558	-0.08899081	-1.0078309	-0.40608338	0.3881888	0.32801318	-0.11453049	0.2468016	0.26256013	-0.08853676	0.42711902	-0.34836164	-0.10367166	1.2060483	-0.112123154	-0.71743673	-0.028034244	0.83280694	-0.628463	1.1451334	-0.42191547	0.17346999	-0.6657066	0.0050911773	0.30606213	0.01211647	1.1758295	-0.0494603	0.01211766	0.54251033	-0.14050625	0.47233605	-0.3293141	-0.06796091	-0.5565946	-0.38846824	0.6850842	-0.48678955	-0.3492575	-0.5691087	0.33815327	0.46898046	0.41569945	0.32871085	-0.012410684	0.9313014	0.732383	0.41109085	-0.15294443	0.42568386	0.5047074	-0.444313	-0.63734204	0.0052749524	0.011013629	-0.19066574	-0.6192559	0.730726	-0.11280991	0.27096084	1.1064278	-1.0870951	0.18244287	-0.20209108	-0.7101094	0.12093831	0.56180435	-0.0043998677	-0.55662155	0.50585747	-0.047505528	-0.016007153	0.61575043	0.85000634	0.4218006	0.118744925	0.7660476	0.54048365	0.20940131	-1.2710251	-0.15983254	-0.1880666	-0.4827351	0.12755916	0.23918557	-0.24306372	-0.12193211	-0.104886584	0.69289744	0.042197496	0.7512829	0.84754294	-0.6366999	-0.091587104	0.09169601	0.3058324	-0.7339271	0.04827351	-0.11487048	1.1637303	0.15928817	0.0
GSM6249559	-0.04981133	-0.016983153	-0.47015765	-0.4076188	-1.0295378	-0.4396189	-0.58809704	0.48110953	-0.6806041	0.46508962	-0.32108885	-0.35595083	0.32036862	-1.4445912	-0.45535398	-0.9677387	0.45652583	-0.14916676	0.3299437	0.065000124	1.144184	0.111056976	0.29185697	-0.2792148	0.64193326	-0.15252435	0.552559	-0.17013258	0.36954436	-1.1614406	0.31531075	-0.9712893	0.23144917	0.06619087	-0.628291	-0.027594531	0.016360022	0.13214889	-0.04257076	0.2705522	0.1368241	0.2506504	0.11987594	0.49788043	-0.63484013	-0.17047058	-0.29635763	-0.6207178	0.044465646	0.056065015	0.0070366436	-0.055727743	0.6089711	-0.23137072	1.1180316	-0.06947991	0.88152003	0.44636783	-0.4045473	0.41508228	0.46375418	0.27245057	1.0393907	1.0920032	0.8358088	0.004982668	0.20042497	0.49253538	-0.85714793	0.09285071	0.3520746	0.36650044	-0.19800256	0.28788555	0.6253278	0.110907964	0.09315745	-0.7691311	-0.28729755	-0.44670725	-1.1694659	0.7194529	-0.35205096	-0.24049892	0.1530213	-0.37433946	0.04904761	0.5116878	0.20920655	-0.07631532	0.66600174	0.87919503	0.493147	-0.5325224	-0.3333936	-0.4741875	0.81347597	-0.71238756	0.11427462	0.2538184	0.0
GSM6249560	-0.538073	-0.6536082	-1.5191431	0.059723333	-0.01570455	0.37718838	1.0846251	0.015856657	0.44002193	0.35679975	0.71185344	0.73733234	-0.08639798	-0.70918715	-0.17583258	0.18127976	0.026782585	-1.0511883	0.44020715	-0.030719414	0.50799155	0.21310368	0.005748272	0.5964645	0.050893083	0.015058228	-0.21498686	-0.29136473	-0.3119652	0.5036518	0.11316219	0.29813588	-0.59647566	0.8343429	0.8686877	0.1436853	-0.38512665	0.7169317	0.34051153	-0.33364838	0.2866979	0.44687498	-0.22700198	-0.14314772	1.3705208	-0.5699967	-0.007973589	-0.50705296	-0.18172587	0.5595062	-0.47286966	0.21861793	-0.10923109	0.26257777	-0.71131593	-0.4610955	-0.8705296	-1.4583744	0.45236087	-1.4981098	0.40829533	0.20656908	-0.024297766	-0.4572862	-0.2736246	0.39358637	1.4953779	1.5955212	0.02113762	0.4095234	-0.7595254	-0.6728513	0.47185043	-0.44877002	0.0939462	1.0702246	1.3455602	0.05962981	-0.51567614	0.41149536	0.02093853	0.25192907	-0.26038644	-0.36490858	-0.123934366	-0.559938	-0.44195947	-0.5468107	0.56953996	0.6469297	-0.86190265	0.5342802	0.78146684	0.14995088	-0.30722126	0.44867674	0.41005617	0.2183778	0.40901196	0.83566624	0.0
