	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249293	-0.2845111	-0.45738363	-0.5368727	0.15576454	-0.36383644	-0.12484374	-0.47750095	0.62637836	-0.99394697	0.3581548	0.13432507	-0.5339971	0.641423	-1.0190684	-0.37529507	0.35369742	-0.61444247	-0.513432	-0.4816915	0.19526546	-0.4297689	-0.97529984	0.87191206	0.66853714	-0.14100528	0.56816924	0.62989694	-0.2840595	-0.14163224	0.3065359	0.32416087	-0.1756583	-1.3372605	0.27792394	0.0058298274	0.50147474	0.63154536	0.72195125	1.1688881	0.06573501	0.22542535	-0.7086052	0.15369023	-0.013434226	-0.24981678	1.0073223	0.08340117	-0.5037311	0.3423522	-0.19452502	0.8805595	-0.017632494	-0.52283865	-0.109572105	-0.104696594	0.996373	0.42508018	-0.12730893	-0.21163525	-0.39749947	-0.29594296	-0.1319411	-0.62125707	-0.013663827	0.871296	1.1925852	-0.12875037	0.5876775	0.08873096	-0.5640196	-0.0002664562	0.11364903	0.8778713	0.29998428	-0.67615885	-1.0152382	0.70111734	-1.4273736	0.18786325	-0.5406282	-0.24410957	0.38227475	0.27019715	-0.38420537	0.0048883324	0.65269965	-0.08549652	-0.67019176	0.3476998	-0.22062784	0.21158007	0.5595292	-0.18164366	-0.6569851	-0.18473281	-0.29971018	0.17576157	-0.4790924	-0.19601594	-0.9992835	0.0
GSM6249294	0.7919565	0.093280695	0.48061576	-0.202148	-0.12804163	-0.28973702	0.6376642	-0.96589005	0.013349346	-0.52140844	0.098554	0.50202507	-0.6322629	0.33532286	0.033428963	-0.14269681	-0.110884815	-0.20732485	0.11752064	0.5205991	0.11399833	-0.19173639	-0.30042493	0.2176911	0.6340274	0.08474361	-0.2286917	-0.37020177	0.19208638	-0.1405088	0.090344824	1.0982221	0.25021806	0.65930134	-0.410315	0.41261348	-0.35682544	-0.23905483	0.098715454	0.33764648	0.80045116	0.048189588	0.21246035	0.8671335	1.5036535	1.0062478	0.19394055	0.44358903	0.3699051	0.19873643	0.19140285	-0.10011772	-0.20125356	-0.42664924	0.50152683	-0.42699176	-0.70219445	0.030667564	-0.44020885	1.1572673	-0.87089425	-0.6566473	0.29077876	-0.45727727	0.034426432	0.081067294	-0.47078902	-0.04235537	0.15732172	-0.569983	-0.46597153	0.17711203	-0.47783938	0.96927553	0.080758505	0.51697123	-0.23678005	0.4677739	0.036614295	0.6535439	0.53723955	-0.49307016	-0.1945512	0.55637383	-0.16937453	0.55365247	0.36257738	-0.34987316	0.31179222	-0.28218094	-0.10413052	0.5216778	-0.13198769	0.15834974	0.26352003	-0.7511097	-0.12748173	-0.15713891	0.21996653	0.26032618	1.0
GSM6249296	-0.57524025	0.46055594	-0.37708828	-1.5423558	0.8195194	-0.5653336	0.77278763	-0.44935787	-0.0920853	1.2212021	0.4622854	-0.91617066	0.24094625	0.40053925	-0.2215803	-0.20812485	0.9901185	-0.6594486	0.48645794	0.44478005	-0.08965106	-0.2549435	0.6717598	-0.105239876	-0.31910434	0.25902706	0.8084515	0.8179324	0.105666704	-1.0281558	0.058923677	-0.07699013	0.30287197	0.07857338	0.5046367	-0.8480618	0.29892084	0.5538794	0.97520655	-0.038863495	-0.59710246	0.63564116	-0.7483981	-0.30822483	-1.2683455	-0.5062251	0.17833601	-0.0012941624	-0.23781112	-1.1043651	0.4828657	-0.7261517	-1.1840637	-0.67481315	0.22499596	0.1108162	0.92688566	-0.9230494	0.6991961	-0.6127831	0.33640665	-0.2443792	-0.23184529	0.2982399	-0.50937	0.41642535	-0.09554225	-0.04406045	0.020882377	-1.4094185	0.6762122	-0.16656433	-0.18783659	-0.3337688	0.0042130332	0.256071	-1.0441678	0.13478068	1.3213983	-0.49587044	0.06708595	0.44949597	-0.3337529	-0.30530682	-0.96914834	-0.2283653	-0.611285	-0.5478001	-0.08671535	-0.15683022	0.24765179	0.3738153	-0.3234157	0.08510379	-0.9096126	-0.11223849	-0.67756194	-0.33880574	-1.0839459	-0.89473814	0.0
GSM6249297	1.4281019	-0.22738068	0.15594903	0.23888682	0.39561382	0.6002389	0.50944203	-0.904815	-0.011958129	0.79802305	-1.0555592	0.21005408	-0.05376802	-0.04959559	-0.17448822	0.35543633	0.014963857	-0.0033416755	0.6015356	-0.1990055	0.3614032	0.3090091	-0.5211533	0.22431597	-0.13241997	0.11450961	0.3836169	-0.34647584	-0.2270521	0.5066481	-0.2978323	0.037370156	0.32513443	0.10017246	-0.05140763	0.22263214	0.16179964	1.1431669	-0.3553984	0.18647003	0.051340524	-0.61114204	-0.4371471	0.53223664	-0.34913573	0.30526584	0.48749334	-0.47603965	-0.21992178	0.71454996	-0.64469326	0.6808459	0.09600936	0.101048246	-0.39070374	-0.44107252	-0.22477734	-0.5793761	0.2852383	-0.14818054	-0.48945558	-0.23824252	0.33005077	-0.60766226	-0.25598752	0.5350525	-0.88020813	-0.47656617	-0.6841335	-0.12464096	0.6199366	-0.26890352	0.21534003	-0.3319094	-0.25011888	1.251585	-0.43237826	0.7023794	0.30697727	-0.13411549	0.69577855	0.12535204	0.4847525	0.7054959	-0.18797518	0.054624923	0.38141918	0.19755663	0.06102374	0.37904158	-0.32178855	-0.7030578	-0.104947515	-0.0063718827	-0.06739785	-0.17343882	-0.0028034912	-0.30054608	0.40123692	0.7849514	0.0
GSM6249298	-0.1519907	-0.2525345	-0.03597148	0.55523443	0.01282175	0.5106168	0.1959267	0.46269855	0.16833247	-0.06782956	0.27218375	0.0498984	0.12813462	0.23217389	-0.59491706	-0.05540325	0.014433593	0.14686273	-0.07879652	-0.24100645	-0.039885424	0.2548363	0.2553085	-0.19699363	-1.0653794	0.4225394	-0.54419076	-0.16947776	-0.27139002	-0.023982763	-0.14070123	0.63456863	0.13709688	-0.09590676	0.07219222	-0.42523596	0.31078774	0.42138544	0.023434278	-0.09890509	-0.57625955	-0.092058025	0.037578605	0.87578344	-0.47640553	-0.19139719	-0.85971	-0.51608884	0.050775763	0.6574731	0.055477493	0.17153405	0.13999018	0.339868	-0.056688886	0.3449927	-0.40165153	-0.5803115	-0.23993699	0.055232648	0.4500107	0.06492279	0.8261315	-0.26837987	-0.45725417	-0.03548616	-0.7048514	0.16378732	-0.33493093	-0.06936485	0.15710941	0.078331314	-0.3067525	-0.56556433	-0.29474992	-0.46655005	0.062167384	0.70970285	0.4131023	0.26359323	0.3359186	0.39962944	0.076694615	0.32717863	-0.5839843	-0.77168244	-0.25545043	-0.08482898	0.21219935	-0.67329603	-0.029757759	-0.37725854	0.19324033	0.52878565	0.3481661	0.0714458	-0.8623078	0.29440153	-0.00033495313	0.122108616	0.0
GSM6249299	0.5565248	0.048284456	-0.9842768	1.178899	1.23971	0.7921505	0.085323706	-0.28109977	-0.2605856	1.0007757	-0.6508232	-0.29238704	-0.122815125	-0.6291716	0.198216	0.2144691	-0.18534882	-0.3058851	-0.43789756	-1.0657597	-0.18482307	-0.28769886	-0.38853037	0.14627059	-0.41559023	0.030990453	0.9402304	-0.7214457	0.21848011	-0.12396456	0.09804846	0.41934013	-0.066582136	0.94315827	0.56095886	0.12646124	0.052163422	1.1478214	0.7259404	1.0380325	-0.1043361	-0.3277444	0.6000772	1.7557113	-0.17253444	0.94105273	-0.5646285	-0.24502763	0.19159967	-0.24634556	0.38464597	0.14770448	-0.31782442	-0.08494335	-0.47165158	0.214235	-0.28589442	0.029992895	-0.80692744	-0.23055565	1.1904651	-0.5951233	-0.5213905	0.3321586	-0.12474662	1.2683256	-0.643687	0.10752168	-0.89998406	-0.1289425	-0.31008658	0.12326383	-0.4375835	0.8528058	-0.06910614	0.3724537	-0.12402193	-0.01856239	0.18824172	0.19560024	0.44043377	0.045255758	0.5195117	0.10115247	0.09627807	0.42098978	-0.39602736	-0.69769186	0.07857435	-1.0438676	0.4660842	-0.5590551	0.32273313	0.14954595	-0.50867486	-0.49969432	-0.18571912	0.21842502	-0.19321844	0.30312848	0.0
GSM6249300	0.6682212	-0.26060125	-0.42299542	0.39902896	-0.24587841	-0.60936415	-0.22053482	0.27931184	0.23834601	0.07574378	-0.3288378	-0.29760244	-0.33737332	0.41864178	0.3293061	-0.75638676	0.950551	0.033349194	0.1686164	-0.112467	-0.28521124	-0.25866354	0.11499153	-0.77796197	-0.3466997	0.05748345	0.02363091	0.06569266	0.062668175	0.005598979	-0.03014908	-0.8199013	-0.89525	-0.053005718	0.021216596	0.034294378	-0.12571621	-0.9070507	0.20915374	-0.03907081	1.0822355	0.49385166	-1.3003953	0.18051668	-0.682267	-0.3019628	-0.03640043	-0.24239689	0.4994743	-0.32502508	-0.35569063	0.09495352	0.8318205	-0.19255939	-0.6158795	-0.76181245	0.012489469	-0.023888515	0.34845617	-0.48505586	-0.21201247	0.2787479	0.9409349	0.17318161	0.18167214	-0.79238015	0.48259792	-0.054733336	0.3150582	-0.5835661	-0.8855643	0.13400033	-0.7696858	-0.84542125	0.35545155	-0.42955482	-0.3461285	0.9242474	1.1786293	-0.18490973	-0.7351983	0.46425173	0.14238553	-0.06072923	-0.53331155	-0.01080849	-0.8092537	0.025817204	-0.30290073	0.28743312	-0.9920253	-0.31261027	-0.11591838	-0.4198189	-0.5172579	0.61262196	-0.05716325	1.2217683	-0.6504803	0.21417119	0.0
GSM6249301	0.006147996	-0.11153121	-0.15600844	-0.8198604	-0.1442262	-0.6941897	0.18286479	0.41180718	0.81956905	-0.36711887	0.081577055	0.015308159	0.2532111	0.19484471	0.30170587	-0.13666517	-0.5927525	0.4925209	0.50426626	-0.3748499	-0.018410316	0.6800182	-0.87283677	-0.14168704	0.17678955	0.47274855	0.86666673	-0.06566981	-1.0566238	0.34455347	0.810604	-0.4830448	0.38795236	0.27127135	-0.21968153	0.49972603	-1.0924959	-0.7617904	0.114073455	0.6608769	-0.4600266	-0.10176514	-0.459009	-0.38415474	0.25012264	-0.25576937	0.11234147	-0.36790347	0.47097844	-0.123726435	0.4018437	-0.82448006	-0.36455905	1.0935924	-0.03230275	-0.455477	-0.18815294	-0.6196864	0.26748547	-0.3087459	-0.48129112	0.612536	-0.13569446	0.6547285	0.062388197	-0.8483292	-0.3448653	0.6399854	0.008745141	-0.08112218	0.31326625	0.8902808	1.3626907	0.4270087	0.78629553	-0.09171563	-0.7126423	-0.75897974	0.52865386	-0.3027348	-0.32970673	-0.46253023	-0.20146461	-0.27605987	0.4877078	-0.14546767	-0.009017893	0.3340886	-0.79511565	0.0041681514	-0.4359591	0.7057237	0.25956044	0.12258092	0.27296692	1.155022	-0.45165247	-1.0876757	0.17778942	-1.2969657	0.0
GSM6249302	-0.52689725	-0.3839289	-0.2695757	0.54856026	-0.15783887	0.3163365	-0.40001112	-0.6878124	0.0031582452	0.7515193	0.3056712	0.24172422	-0.17601918	-0.400454	0.052149404	-0.09682161	-0.9518798	0.040340062	0.14867064	-0.32235277	-0.78911453	-0.5721219	0.28292572	-0.5107272	-0.98206294	0.089833565	-0.41983944	-0.45157194	0.49246678	0.78847754	0.49443603	-0.41653317	0.14866489	0.6861304	-0.6106723	0.4162634	0.66429484	-0.7041015	0.15525265	0.99382645	-0.29427463	0.75736284	0.5611534	-0.19588009	-1.1220002	0.71279347	-0.11426571	-0.8760389	0.18021666	-0.76022106	0.561471	-0.35261902	-0.0892029	-0.59208304	-0.85926837	0.10989822	0.26494664	-0.47992477	0.6703358	-0.07442765	0.5286743	-0.010140345	0.4420002	-0.5705155	-0.29687166	0.4999905	0.08671691	0.27589738	-0.34385917	-0.11948422	-1.2578459	-0.18883277	-0.35723302	0.052744128	0.47112402	0.08970223	-0.23733638	-0.1906734	-0.18396713	-0.35180452	-0.5177044	-1.164063	-0.41572532	0.28681853	-0.6975747	-0.022128878	-0.088163175	0.20596789	0.080553025	-0.040114243	-0.9986693	0.38205442	0.22269441	0.022326652	-0.8959683	0.27400604	0.02244652	0.16737996	-0.5809908	0.15511602	0.0
GSM6249303	0.40323547	0.07745795	0.44044158	-0.1714886	-0.535469	0.34752753	0.35614216	0.52835643	-0.5942536	0.27983835	-0.61839193	-0.47310412	-0.30803078	0.10332915	-1.0718384	0.09626466	0.42283377	-0.29432014	0.31233892	-0.1522591	-0.17197758	0.54254603	-1.093658	-0.086436905	-0.039017644	0.076007776	-0.10463622	-0.57241005	0.072562434	0.7321008	0.10909893	0.51909655	0.17890702	-0.2003012	0.47985712	-1.0605264	0.2684312	0.16637193	0.25505868	0.662266	-0.024905503	-0.70126086	-0.14563853	-0.59165114	-0.32784984	0.5918087	-0.3654984	0.103747755	0.0948287	-0.88458467	-0.9393389	-0.55960804	0.23933704	-0.025451494	0.39676303	-1.1208023	0.06366605	-0.20896117	0.7446574	0.54312444	0.87751967	0.600376	0.05413258	-0.023956193	0.22649087	0.9646232	-0.6675776	-0.1846909	-0.7486743	0.2643353	-0.7152566	0.6744976	-0.16079013	0.30116925	0.79815936	0.6543786	-1.2249156	0.890598	0.3268962	0.13571003	-0.1929883	0.39021724	-0.1441334	-0.30328026	0.48969796	-0.8071644	-0.022076184	0.08278962	0.69170994	0.429652	0.13982888	0.21040899	-0.11352565	-0.06859862	0.5288293	0.20583494	1.3852046	0.6670322	0.015541383	-0.0333477	0.0
GSM6249304	0.30315354	-0.14586583	0.80188954	0.16511653	-0.46479416	0.10746752	-0.5830259	0.31343633	0.5286848	0.70551825	-0.63933855	1.1771412	-0.63235	0.17397894	-0.059762083	-0.22946618	-0.42190292	0.38522318	0.37867615	0.62365913	-0.22558787	0.021833712	-0.13614787	-0.35455054	-0.20846441	0.008850694	0.69529355	-0.34054914	0.66948533	0.5541231	1.1283406	-0.2735936	-0.66055727	1.064304	0.7810732	0.03251986	-0.20926732	0.23485604	-0.32052857	-0.008650918	-0.088778704	-0.48904726	0.38394198	0.47575256	-0.42990467	0.304826	-0.5935915	-0.4454293	-0.7109832	-0.033272427	0.8165287	-0.26832986	-0.07193427	1.0285525	0.6488147	-0.39784992	0.57799584	0.27691093	0.08085605	-0.310024	0.50943094	-0.4823691	-0.4022375	-1.4161276	0.2823349	0.4329969	-0.33965117	-0.6176961	0.22426438	0.022626232	0.528243	0.14445126	-0.115964234	0.36363104	-0.08672898	0.72887105	-0.9532655	-0.1428874	-0.057856984	-0.74070233	-0.6457743	-1.4776102	-0.26594642	0.464627	-0.5854877	-0.21616301	0.14409016	-0.62685233	0.8608373	0.73759353	0.007728349	0.37422395	0.09236718	0.60710716	-0.49188158	0.41051066	1.0870318	-0.2045481	0.75709116	0.4704272	0.0
GSM6249305	0.14081272	0.91576153	0.16236983	-0.25419298	-0.58586353	-0.52689034	0.0070949616	-0.7673594	-0.502107	-0.32028514	-0.44399643	-0.53035575	0.89590013	0.9042064	-0.4452437	-0.0460138	0.20286748	0.6389837	0.11750721	-0.20616391	0.62847567	-0.5357546	0.077951856	-0.32283673	-0.41599804	0.49003905	0.40873948	-0.48753425	0.3026409	-1.1497468	0.9483538	0.5004277	-0.09669118	0.9256538	-0.47826874	0.88057286	-0.6693887	0.14346182	0.29731202	0.32230687	-0.6028455	-0.295739	0.13555726	-0.51072997	0.17765059	-0.5556863	1.2248846	-0.2615434	0.57535595	-0.3640447	0.115725435	0.27175215	0.38147095	-0.50488096	0.2588403	-1.6688311	-0.62511235	0.21434228	0.85069054	0.27322048	0.39580205	-0.1820024	0.42646492	-0.15902954	0.11494759	0.8654437	1.6577362	-0.47143492	-0.121446416	0.8570226	-0.1410024	-0.2534049	0.1382691	-1.0530758	0.11933823	0.71041834	-0.98515975	1.4624461	0.51265335	0.14580394	-1.2403637	0.15322305	-0.057381127	-0.2795631	0.5949601	0.4684117	0.119811386	0.83719677	-0.8129843	0.36093247	-0.09249535	-0.20280226	0.68577814	-0.300553	-0.5979871	-0.017235652	0.48554674	0.61967623	0.8416007	0.3105184	0.0
GSM6249306	0.054183964	0.267574	-0.50827396	0.43554303	0.29575765	0.2554075	0.63462657	-0.14191426	-0.23011309	-0.14771207	0.6776967	-0.13761085	0.27907485	0.16512485	-0.7367651	0.1890279	0.41698045	0.26580882	0.3801204	-0.14220579	-0.20494275	0.010589021	0.85841614	-0.29716358	-0.07722121	-0.11324194	0.38296917	0.22711933	0.59621835	0.13487895	0.08322915	-0.008043157	0.10188572	0.14771615	-0.20685434	0.41101652	-0.23404406	-0.8366722	-0.66947263	0.12938172	0.15369886	0.75997674	-0.39186406	0.24921751	0.031658225	0.07599013	-0.23662429	-0.08623167	-0.06799084	0.5815244	-0.5719332	0.5583399	-0.4682586	0.26187837	-0.16709581	-0.28879339	-0.03887322	-0.84640324	0.2715567	0.36552796	0.23823851	0.1020706	0.23146538	-0.712865	-0.2171589	-0.35980487	0.036538176	0.30727986	-0.33755824	0.04428642	0.006931606	-0.4097276	-0.09859658	-0.034339193	-0.124797456	-0.98022604	0.7442284	-0.010525735	-0.10146776	-0.2884724	-0.051615395	0.5320873	0.17928888	0.17697783	0.26675034	0.3237122	-0.020428376	-0.16216618	-0.5263341	0.44213304	-0.9068397	-0.77035815	0.3163685	0.23603551	0.010904257	-0.6116565	-0.14883369	-0.19514617	-0.45469126	0.06395202	0.0
GSM6249307	-0.10929682	0.14211084	0.61260337	0.24559067	0.07069724	-0.06960975	0.26232234	-0.30338368	0.38296893	0.5487632	-0.8356988	-0.12043448	0.015335078	0.49238473	0.25581118	0.52109045	-0.023829244	-0.0742429	-0.13571106	-0.21312812	0.10727431	0.23945904	0.19437458	-0.06530716	-0.31523225	-0.33847532	-1.0359986	0.4417554	0.016228057	0.38283035	0.033420872	-0.12683213	-0.26919678	-0.86503035	0.04524044	0.0079768775	0.188905	-0.08284075	-0.23059407	0.2707951	0.19700636	0.34770766	-0.035768203	0.43721268	-0.23492338	-0.5261573	-0.010203826	0.0664273	0.37397677	0.45592654	0.070910744	-0.059053812	-0.11450576	0.5002577	0.25304174	-0.23898652	0.080838755	-0.009570519	0.42920077	0.42460012	-0.22671267	0.47446197	-0.28272575	0.11646772	-0.28113726	-0.20359588	-0.28952006	-0.6211404	-1.2249925	-0.77738625	0.52288634	-0.5488414	-0.1678955	-0.15188545	0.31219536	0.024301989	0.60165745	0.4803568	-0.06353316	0.051194962	0.0035907717	0.16837744	0.6256578	0.6736246	-0.15831083	0.30498746	0.17114648	0.08081722	0.29446402	-0.8606241	0.23081079	0.03937321	0.23091778	-0.6069696	0.0056474237	0.22565533	0.17002027	-0.38560733	-0.16039428	0.014509393	0.0
GSM6249309	-0.8282517	0.12639703	0.17608777	0.18007109	-0.2858271	0.54421	-0.86098605	0.35537058	-0.04139562	0.2978532	-0.096086495	-0.3576407	-0.3108974	0.637781	1.0327942	1.0209287	0.5451045	0.30481488	0.3288969	-0.18788823	-0.094141096	0.26214087	0.16515498	0.03138469	0.98544425	0.08594845	0.095315255	0.49901697	-0.023884162	-0.26117072	0.108159624	-0.5673675	-0.31347582	-0.2407704	0.2451302	-0.1397743	-0.48350495	0.22263578	0.8070839	-0.32197267	-0.537964	-0.18380725	0.22326142	0.3248035	0.29524195	-0.020897802	0.6529128	0.109260924	-0.107914165	-0.21847516	-0.05088753	-0.426814	0.29428816	0.5102157	0.54048747	0.29252124	-0.4930008	0.5200058	-1.2177835	0.05946754	-0.16968074	0.4149403	0.5697381	-0.99660575	-0.70562816	0.60150194	-0.69639707	0.094994836	0.6140844	1.7672385	-0.75317574	0.46498144	-0.3768465	0.027497936	-0.18703872	0.8645072	-1.510956	-0.2348712	-0.6459336	0.5266918	0.30041298	-0.57092035	-0.31606004	0.40610394	-0.023094513	-1.6202228	-0.47946733	-0.32818243	-0.272994	0.34054232	-0.14849308	-0.37441558	-0.4585789	-0.77203065	-0.13439243	0.6677648	0.66614217	0.7003137	-0.34187034	0.20979431	1.0
GSM6249310	0.03887567	0.11574192	0.10471401	-0.7159397	0.41619265	-0.1516773	-0.3220866	-0.3022067	-0.35439244	0.47016177	0.36883125	-0.08347002	-0.021420736	-0.32177976	-0.8770173	1.1645736	0.3577006	-0.700454	0.14161302	0.010771678	0.3563987	-0.010629266	1.1251713	0.33484584	-0.15593967	-0.32944053	-0.06944737	1.0299726	-0.7248992	0.5317482	-0.3566701	1.298101	0.73592234	-0.2609454	-0.19010912	-0.5347647	0.64071375	-0.5012227	0.13591605	-0.30304027	0.30737984	0.28523234	-0.024318136	-0.12075642	-0.5753512	0.12470823	0.54623693	-0.4468693	-0.22602125	-0.642907	0.12519628	-0.220321	-0.002962628	-0.55603725	-0.97761124	0.5218908	0.21787935	0.19860552	0.7268042	-0.45288086	0.18066455	-0.1558341	-0.33717284	-0.25079614	0.19019169	-0.04375711	0.27781302	0.013824387	-0.93033606	-0.83546376	0.006823703	0.09931492	-1.2600772	0.381302	-0.48055723	0.66337407	-0.25632617	-0.2796765	0.1486281	0.9098929	-0.35457405	0.20426306	0.104826234	-0.6272695	0.09802682	0.24698725	-0.13658577	0.7526002	0.5843432	-0.052069895	0.64192593	-0.4485334	0.6784952	0.6376067	0.45754084	0.6454935	0.65039134	-0.13664562	0.17654006	-0.46464315	0.0
GSM6249311	0.10850488	0.399407	-0.03480074	-0.28677833	-0.09328843	-0.6714012	-0.10873621	0.1762021	0.52991545	0.37117562	-0.08352184	0.27105668	0.07666966	0.22597244	0.7155925	-0.328131	-0.5607336	0.16167913	0.014812365	-0.042695157	-0.3431828	0.37352082	0.06786671	-0.07012449	0.2054165	-0.18860586	-0.60481495	-0.44950494	-0.18028793	-0.24858284	-0.20344457	0.4055204	0.011064182	-0.18185073	0.2754169	0.33783698	-0.39327478	-0.89177203	-0.34788558	0.5960508	-0.64855546	0.21722317	0.20760238	-0.9437826	-0.36237344	-0.15524831	0.3378491	0.28428632	0.11592057	0.5043102	0.071885735	0.39416203	-0.103720725	-0.021130726	-0.52822775	-0.13346933	-0.06668112	-0.027334658	0.38199502	-0.1786739	-0.34160915	0.2574918	0.3104478	-0.49794364	0.73290914	-0.34472677	0.29786298	-0.35911676	-0.16008678	0.8413793	0.19883105	-0.17289364	-0.54332536	-0.62641054	-0.036109414	0.1275672	0.21498625	0.013510358	0.10720201	0.27172422	-0.66136736	-0.06611731	-0.39882982	0.3087331	-0.35945565	0.13830198	0.50136364	-0.042302165	0.007872953	0.19567822	0.6040101	0.32821953	0.12309786	-0.039393075	-0.23458144	-0.294399	0.5063198	1.0304053	0.20624942	0.66415894	0.0
GSM6249313	0.60158724	-0.5545432	0.9496327	0.34985736	-0.007976724	-0.131211	-0.7300744	-0.19959283	0.32577014	-0.5143368	0.7477831	-0.17956641	-0.65286803	0.15966897	0.21095638	-0.11178628	0.046786856	0.18800433	-0.30021787	-0.00587257	-0.03758372	-0.8312372	0.16256133	0.13895886	0.39762157	0.04094232	1.0887351	-0.79434294	-0.24896751	0.525052	0.119430095	-0.5083524	-0.33273035	-0.22956945	-0.8973553	0.02802626	0.13141091	-0.13607259	0.55156755	-0.28634718	-0.4777995	0.97823095	0.2949478	0.20310418	-0.29961848	-0.84487	0.26947787	-0.06606162	-1.0474951	0.90898883	0.23503871	-0.42511046	-0.09618751	-0.45105746	-0.038191028	-1.066152	0.050496727	-0.35951552	0.16073884	-0.16074125	0.40603197	-0.5857069	0.7190968	-0.20038463	0.5506946	0.3913583	-0.17999026	0.011807884	-0.7463802	-0.3480994	-0.22515985	-0.43030447	-0.46555522	-0.06235662	0.95744836	0.9415055	-0.70485663	-0.22752969	0.29259542	-1.3254893	-0.17964154	-0.62992275	0.61827004	-0.014402133	-0.60141474	0.36074945	-0.8476495	-1.1150786	0.61907685	-0.081087895	-0.78941625	-0.027792893	0.13464878	-0.82319665	-0.66144603	0.046582878	0.29822412	-0.9236224	-0.49483022	0.6301975	0.0
GSM6249316	-0.16132861	-0.53510875	-0.27830774	0.159805	-0.363575	-0.8074434	-0.3014407	0.10565115	-0.24636364	1.0882702	-0.14902094	-0.32109472	-0.19327886	-0.2087718	0.17343056	-0.19280422	0.25466576	-0.71379906	0.25186482	-0.487835	-0.6080358	-0.2986737	0.22635254	0.4513196	0.116917744	0.17763892	-0.17128652	0.21302293	0.7554785	-0.53061193	0.23416148	0.28685963	0.6164545	0.8441628	0.7426388	0.17265043	0.1286244	0.23340264	-0.021390004	0.3654656	-0.28612345	0.48040187	0.7111308	-0.49339074	0.6851368	0.37800208	0.62629586	-0.53471786	0.4356494	0.23750046	0.06330512	-0.041312084	-0.5482526	0.33374968	0.07506738	0.39241114	0.10520524	-0.30085316	-0.3907412	-0.2632508	-0.039052553	0.09919763	-0.026766839	-0.09226341	0.25098225	0.58060753	0.56877285	-0.015517607	-0.25064823	-0.08411579	0.32491678	0.24239574	-0.6112635	0.3736729	-0.10081319	-0.08593642	0.35667378	-0.3217511	-0.5975179	1.116258	0.086473785	0.34061128	-0.20711556	0.9393819	0.15832442	0.054869626	0.08692493	0.19456637	0.22450404	0.42378736	0.65426916	0.24816965	-0.011695717	-0.07002665	-0.16360784	-0.72438127	0.6675493	-0.07541534	0.02757968	-0.10377011	0.0
GSM6249317	0.27644065	0.47852165	-0.40427816	-0.99587387	0.20955749	-0.43482214	-0.22842306	0.13620462	-0.39666602	-0.07209778	0.82059884	-0.50132775	-0.10450894	-0.3442882	-0.5317429	0.2304581	-0.56802297	0.43501043	-0.37751627	0.4006344	-0.26453602	-0.11830769	-0.3701237	0.6805005	0.9395084	0.28777394	0.06935316	-0.1463635	0.18752605	0.4059893	-0.23970856	0.72374934	-0.20658566	-0.049633283	-0.3711798	0.20153865	-1.159295	-0.08395613	0.065979786	0.65075296	-0.03544377	-0.32838553	0.088396885	0.6803409	0.85448414	-0.93704903	-0.13859022	1.1834188	0.42271253	-0.8284486	0.1531596	-0.34661222	0.17823759	0.16699184	0.9317357	-0.07846822	-0.71484894	0.06836018	0.94760185	0.36239547	-1.1039437	0.4629231	-0.96994233	-0.045336924	-0.15446293	-0.3373481	-0.7221035	-0.23632549	0.19834086	-0.37434253	-0.16117041	0.0466496	-0.21323395	1.1015831	-0.56349844	-0.1473087	-0.46355498	0.37301618	-0.42408895	0.004669809	0.8229074	-0.9010338	0.72673935	0.69241434	0.32352212	0.29259565	0.12949614	0.52894664	-0.55279315	-0.5868333	0.11124167	0.27555433	-0.65228224	0.15008275	1.0173613	-0.57189584	-0.14207637	-0.7611482	0.2450931	-0.1826598	0.0
